the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.086       0.02        0.09           0.115       0.081       0.227     
2          4               16                1000      0.087       0.05        0.18           0.310       0.082       0.233     
4          8               32                1000      0.087       0.09        0.37           0.300       0.080       0.161     
8          16              64                1000      0.085       0.19        0.75           0.305       0.080       0.180     
16         32              128               1000      0.084       0.38        1.52           0.315       0.080       0.275     
32         64              256               1000      0.088       0.72        2.90           0.328       0.084       0.155     
64         128             512               1000      0.089       1.43        5.73           0.310       0.086       0.154     
128        256             1024              1000      0.105       2.44        9.78           0.327       0.094       0.179     
256        512             2048              1000      0.122       4.20        16.79          0.414       0.114       0.155     
512        1024            4096              1000      0.162       6.32        25.27          0.372       0.152       0.213     
1024       2048            8192              1000      0.243       8.42        33.69          0.457       0.228       0.256     
2048       4096            16384             1000      0.408       10.04       40.16          0.640       0.388       0.711     
4096       8192            32768             1000      0.779       10.52       42.08          1.005       0.753       1.019     
8192       16384           65536             1000      1.534       10.68       42.73          1.827       1.454       1.892     
16384      32768           131072            1000      2.895       11.32       45.27          3.885       2.750       4.958     
32768      65536           262144            1000      6.244       10.50       41.98          7.402       6.056       8.692     
65536      131072          524288            1000      14.070      9.32        37.26          20.282      13.708      18.038    
131072     262144          1048576           1000      30.117      8.70        34.82          35.304      29.691      36.616    
262144     524288          2097152           1000      59.999      8.74        34.95          66.241      59.213      74.676    
524288     1048576         4194304           1000      128.392     8.17        32.67          146.335     123.237     167.445   
1048576    2097152         8388608           1000      360.000     5.83        23.30          382.991     352.947     375.908   

