the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.090       0.01        0.09           0.200       0.040       0.120     
2          2               16                1000      0.120       0.02        0.13           0.520       0.040       0.360     
4          4               32                1000      0.117       0.03        0.27           0.220       0.060       0.120     
8          8               64                1000      0.080       0.10        0.80           0.120       0.040       0.120     
16         16              128               1000      0.085       0.19        1.51           0.520       0.040       0.120     
32         32              256               1000      0.085       0.38        3.01           0.140       0.060       0.120     
64         64              512               1000      0.098       0.65        5.20           0.140       0.060       0.100     
128        128             1024              1000      0.139       0.92        7.36           0.240       0.100       0.140     
256        256             2048              1000      0.169       1.52        12.14          0.300       0.120       0.320     
512        512             4096              1000      0.271       1.89        15.10          0.680       0.220       0.700     
1024       1024            8192              1000      0.406       2.52        20.17          0.780       0.380       1.520     
2048       2048            16384             1000      0.868       2.36        18.88          1.380       0.820       3.640     
4096       4096            32768             1000      1.687       2.43        19.43          2.380       1.600       5.920     
8192       8192            65536             1000      3.314       2.47        19.78          10.640      3.200       11.460    
16384      16384           131072            1000      6.347       2.58        20.65          16.180      6.140       26.480    
32768      32768           262144            1000      12.383      2.65        21.17          39.240      12.060      46.600    
65536      65536           524288            1000      26.033      2.52        20.14          106.800     23.740      86.420    
131072     131072          1048576           1000      169.282     0.77        6.19           200.940     127.920     124.600   
262144     262144          2097152           1000      319.462     0.82        6.56           355.200     311.800     279.180   
524288     524288          4194304           1000      576.317     0.91        7.28           617.600     557.280     560.860   
1048576    1048576         8388608           1000      1060.055    0.99        7.91           1115.520    1048.280    1060.060  

