the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.074       0.01        0.16           0.080       0.074       0.475     
2          2               24                1000      0.075       0.03        0.32           0.083       0.075       0.289     
4          4               48                1000      0.075       0.05        0.64           0.082       0.074       0.312     
8          8               96                1000      0.075       0.11        1.28           0.083       0.075       0.579     
16         16              192               1000      0.075       0.21        2.56           0.075       0.075       0.144     
32         32              384               1000      0.076       0.42        5.05           0.091       0.076       0.287     
64         64              768               1000      0.081       0.79        9.53           0.088       0.080       0.134     
128        128             1536              1000      0.090       1.42        17.04          0.101       0.090       0.267     
256        256             3072              1000      0.110       2.34        28.05          0.118       0.109       0.160     
512        512             6144              1000      0.149       3.45        41.36          0.153       0.147       0.465     
1024       1024            12288             1000      0.226       4.53        54.37          0.232       0.226       0.536     
2048       2048            24576             1000      0.382       5.36        64.33          0.388       0.382       0.649     
4096       4096            49152             1000      0.707       5.79        69.49          0.757       0.692       1.404     
8192       8192            98304             1000      1.630       5.03        60.33          1.843       1.580       2.867     
16384      16384           196608            1000      3.139       5.22        62.63          10.942      3.100       5.211     
32768      32768           393216            1000      7.587       4.32        51.83          8.907       7.443       12.731    
65536      65536           786432            1000      15.538      4.22        50.61          23.351      15.219      22.586    
131072     131072          1572864           1000      35.510      3.69        44.29          43.704      33.518      46.758    
262144     262144          3145728           1000      73.034      3.59        43.07          91.389      69.710      96.073    
524288     524288          6291456           1000      162.454     3.23        38.73          237.844     147.185     234.675   
1048576    1048576         12582912          1000      371.862     2.82        33.84          539.637     347.703     521.851   

