the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.089       0.07        0.27           0.420       0.040       0.100     
2          12              48                1000      0.101       0.12        0.48           0.260       0.040       0.460     
4          24              96                1000      0.116       0.21        0.83           0.420       0.040       0.360     
8          48              192               1000      0.100       0.48        1.92           0.240       0.060       0.140     
16         96              384               1000      0.103       0.93        3.73           0.260       0.060       0.300     
32         192             768               1000      0.116       1.66        6.64           0.260       0.080       0.160     
64         384             1536              1000      0.148       2.59        10.36          0.300       0.120       0.180     
128        768             3072              1000      0.238       3.23        12.92          6.660       0.200       0.440     
256        1536            6144              1000      0.355       4.33        17.30          7.820       0.300       0.520     
512        3072            12288             1000      0.612       5.02        20.09          7.200       0.560       0.920     
1024       6144            24576             1000      1.283       4.79        19.16          1.740       1.200       1.820     
2048       12288           49152             1000      2.222       5.53        22.12          9.940       2.120       2.720     
4096       24576           98304             1000      4.661       5.27        21.09          11.920      4.420       6.020     
8192       49152           196608            1000      8.850       5.55        22.22          15.480      8.600       11.940    
16384      98304           393216            1000      17.128      5.74        22.96          28.080      16.580      40.360    
32768      196608          786432            1000      33.980      5.79        23.14          63.480      33.220      65.180    
65536      393216          1572864           1000      110.880     3.55        14.19          136.280     98.040      118.280   
131072     786432          3145728           1000      167.379     4.70        18.79          189.740     162.660     157.440   
262144     1572864         6291456           1000      398.199     3.95        15.80          423.560     392.440     415.260   
524288     3145728         12582912          1000      767.757     4.10        16.39          850.500     759.240     760.780   
1048576    6291456         25165824          1000      1690.340    3.72        14.89          2156.980    1673.640    2898.360  

