the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.074       0.01        0.21           0.097       0.073       0.302     
2          2               32                1000      0.076       0.03        0.42           0.115       0.075       0.109     
4          4               64                1000      0.078       0.05        0.82           0.136       0.076       0.388     
8          8               128               1000      0.080       0.10        1.59           0.138       0.079       0.130     
16         16              256               1000      0.085       0.19        3.03           0.279       0.081       0.383     
32         32              512               1000      0.095       0.34        5.37           0.147       0.091       0.113     
64         64              1024              1000      0.112       0.57        9.14           0.133       0.109       0.167     
128        128             2048              1000      0.151       0.85        13.57          0.539       0.146       0.205     
256        256             4096              1000      0.225       1.14        18.17          0.277       0.220       0.282     
512        512             8192              1000      0.396       1.29        20.71          0.740       0.376       0.521     
1024       1024            16384             1000      0.782       1.31        20.96          1.067       0.751       1.164     
2048       2048            32768             1000      1.775       1.15        18.46          2.555       1.744       2.053     
4096       4096            65536             1000      3.495       1.17        18.75          5.259       3.437       4.235     
8192       8192            131072            1000      7.034       1.16        18.63          17.817      6.842       8.484     
16384      16384           262144            1000      15.112      1.08        17.35          149.130     14.474      17.349    
32768      32768           524288            1000      32.471      1.01        16.15          150.828     31.733      35.869    
65536      65536           1048576           1000      66.698      0.98        15.72          97.465      65.781      75.669    
131072     131072          2097152           1000      155.099     0.85        13.52          202.944     147.946     177.400   
262144     262144          4194304           1000      400.334     0.65        10.48          534.055     380.441     409.722   
524288     524288          8388608           1000      895.684     0.59        9.37           1017.865    870.503     897.748   
1048576    1048576         16777216          1000      1886.273    0.56        8.89           2006.810    1861.645    1895.966  

