the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.075       0.01        0.16           0.367       0.074       0.136     
2          2               24                1000      0.075       0.03        0.32           0.291       0.074       0.101     
4          4               48                1000      0.080       0.05        0.60           0.282       0.076       0.279     
8          8               96                1000      0.084       0.09        1.14           0.367       0.078       0.485     
16         16              192               1000      0.088       0.18        2.18           0.276       0.086       0.398     
32         32              384               1000      0.090       0.36        4.28           0.276       0.082       0.313     
64         64              768               1000      0.091       0.70        8.45           0.392       0.086       0.373     
128        128             1536              1000      0.101       1.27        15.26          0.357       0.099       0.438     
256        256             3072              1000      0.124       2.06        24.72          0.475       0.121       0.385     
512        512             6144              1000      0.178       2.88        34.50          0.490       0.174       0.367     
1024       1024            12288             1000      0.280       3.65        43.83          0.906       0.276       0.486     
2048       2048            24576             1000      0.495       4.14        49.65          1.064       0.482       1.573     
4096       4096            49152             1000      0.986       4.15        49.84          1.640       0.919       1.800     
8192       8192            98304             1000      2.606       3.14        37.72          4.095       2.151       5.992     
16384      16384           196608            1000      6.474       2.53        30.37          13.921      5.820       12.079    
32768      32768           393216            1000      21.492      1.52        18.30          34.051      19.314      30.202    
65536      65536           786432            1000      53.848      1.22        14.60          64.690      51.900      59.597    
131072     131072          1572864           1000      121.217     1.08        12.98          132.887     118.584     128.603   
262144     262144          3145728           1000      250.100     1.05        12.58          261.870     247.620     259.645   
524288     524288          6291456           1000      531.322     0.99        11.84          555.002     514.407     570.549   
1048576    1048576         12582912          1000      781.189     1.34        16.11          798.481     773.214     787.218   

