the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.086       0.01        0.09           0.115       0.082       0.349     
2          2               16                1000      0.093       0.02        0.17           0.315       0.091       0.120     
4          4               32                1000      0.101       0.04        0.32           0.322       0.089       0.132     
8          8               64                1000      0.109       0.07        0.59           0.116       0.107       0.159     
16         16              128               1000      0.149       0.11        0.86           0.385       0.125       0.168     
32         32              256               1000      0.205       0.16        1.25           0.319       0.174       0.311     
64         64              512               1000      0.329       0.19        1.56           0.524       0.275       0.383     
128        128             1024              1000      0.612       0.21        1.67           0.901       0.475       0.629     
256        256             2048              1000      1.204       0.21        1.70           1.661       0.853       1.028     
512        512             4096              1000      3.144       0.16        1.30           3.546       2.551       1.760     
1024       1024            8192              1000      6.095       0.17        1.34           6.680       4.569       5.870     
2048       2048            16384             1000      11.651      0.18        1.41           15.867      10.259      11.775    
4096       4096            32768             1000      24.431      0.17        1.34           29.352      22.351      26.943    
8192       8192            65536             1000      47.547      0.17        1.38           53.552      41.046      50.917    
16384      16384           131072            1000      93.787      0.17        1.40           104.800     58.635      91.395    
32768      32768           262144            1000      194.061     0.17        1.35           211.422     176.165     183.396   
65536      65536           524288            1000      372.389     0.18        1.41           422.773     238.076     383.760   
131072     131072          1048576           1000      767.714     0.17        1.37           828.346     483.952     486.223   
262144     262144          2097152           1000      1530.213    0.17        1.37           1630.854    968.751     1206.436  
524288     524288          4194304           1000      3057.894    0.17        1.37           3236.624    1935.952    3112.303  
1048576    1048576         8388608           1000      6173.127    0.17        1.36           6367.411    3894.562    4891.709  

