the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.176       0.03        0.14           0.460       0.100       0.200     
4          24              96                1000      0.186       0.13        0.51           0.340       0.140       0.520     
16         96              384               1000      0.197       0.49        1.95           0.720       0.120       0.740     
64         384             1536              1000      0.240       1.60        6.40           0.500       0.160       0.440     
256        1536            6144              1000      0.402       3.83        15.30          0.880       0.360       1.100     
1024       6144            24576             1000      1.405       4.37        17.49          16.420      1.240       4.300     
4096       24576           98304             1000      5.690       4.32        17.28          13.480      5.240       23.080    
16384      98304           393216            1000      24.438      4.02        16.09          156.880     23.000      106.960   
65536      393216          1572864           1000      372.108     1.06        4.23           456.540     358.580     462.100   
262144     1572864         6291456           1000      1652.618    0.95        3.81           1750.220    1623.620    1627.400  
1048576    6291456         25165824          1000      10161.031   0.62        2.48           10215.800   10121.700   10176.640 

