the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.147       0.01        0.05           0.260       0.100       0.260     
2          2               16                1000      0.154       0.01        0.10           0.300       0.120       0.400     
4          4               32                1000      0.180       0.02        0.18           0.320       0.120       0.380     
8          8               64                1000      0.228       0.04        0.28           0.400       0.160       0.540     
16         16              128               1000      0.251       0.06        0.51           0.480       0.180       0.300     
32         32              256               1000      0.341       0.09        0.75           0.460       0.280       0.420     
64         64              512               1000      0.479       0.13        1.07           0.800       0.420       0.620     
128        128             1024              1000      0.808       0.16        1.27           0.980       0.720       0.960     
256        256             2048              1000      1.433       0.18        1.43           1.720       1.380       1.460     
512        512             4096              1000      2.664       0.19        1.54           9.820       2.560       3.200     
1024       1024            8192              1000      5.099       0.20        1.61           6.500       5.040       6.120     
2048       2048            16384             1000      10.161      0.20        1.61           16.540      10.080      11.080    
4096       4096            32768             1000      20.534      0.20        1.60           27.380      20.260      21.900    
8192       8192            65536             1000      50.003      0.16        1.31           62.220      49.220      62.540    
16384      16384           131072            1000      104.455     0.16        1.25           130.740     101.100     113.060   
32768      32768           262144            1000      213.760     0.15        1.23           246.540     205.500     234.280   
65536      65536           524288            1000      436.411     0.15        1.20           552.480     423.620     456.180   
131072     131072          1048576           1000      1086.990    0.12        0.96           1134.600    956.280     889.640   
262144     262144          2097152           1000      1829.343    0.14        1.15           1875.880    1774.580    1858.740  
524288     524288          4194304           1000      3567.733    0.15        1.18           3652.660    3547.300    3574.120  
1048576    1048576         8388608           1000      7155.091    0.15        1.17           7488.380    7129.480    7156.720  

