the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.074       0.08        0.11           0.260       0.040       0.080     
2          12              16                1000      0.074       0.16        0.22           0.280       0.040       0.060     
3          18              24                1000      0.076       0.24        0.31           0.260       0.040       0.140     
4          24              32                1000      0.087       0.28        0.37           0.380       0.040       0.220     
5          30              40                1000      0.085       0.35        0.47           0.120       0.040       0.420     
6          36              48                1000      0.087       0.41        0.55           0.400       0.040       0.460     
7          42              56                1000      0.090       0.47        0.62           0.500       0.040       0.560     
8          48              64                1000      0.089       0.54        0.72           0.240       0.060       0.300     
16         96              128               1000      0.095       1.01        1.34           0.260       0.060       0.580     
32         192             256               1000      0.079       2.42        3.23           0.280       0.060       0.260     
64         384             512               1000      0.092       4.18        5.58           0.220       0.060       0.140     
128        768             1024              1000      0.116       6.61        8.81           0.280       0.100       0.220     
256        1536            2048              1000      0.145       10.57       14.09          0.300       0.120       0.220     
512        3072            4096              1000      0.210       14.64       19.52          0.600       0.200       0.880     
1024       6144            8192              1000      0.408       15.06       20.09          1.020       0.400       1.020     
2048       12288           16384             1000      0.711       17.28       23.04          1.040       0.680       2.700     
4096       24576           32768             1000      1.660       14.80       19.73          2.720       1.620       8.420     
8192       49152           65536             1000      3.504       14.03       18.70          74.600      3.340       10.060    
16384      98304           131072            1000      6.542       15.03       20.04          11.840      6.500       19.260    
32768      196608          262144            1000      13.454      14.61       19.48          24.540      12.920      34.020    
65536      393216          524288            1000      26.788      14.68       19.57          67.840      25.880      79.000    
131072     786432          1048576           1000      85.340      9.22        12.29          157.500     75.460      148.320   
262144     1572864         2097152           1000      226.567     6.94        9.26           260.780     217.680     198.340   
524288     3145728         4194304           1000      451.681     6.96        9.29           508.600     440.220     421.520   
1048576    6291456         8388608           1000      841.157     7.48        9.97           941.540     822.920     835.720   

