the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.290       0.00        0.04           0.505       0.279       1.310     
2          2               24                1000      0.293       0.01        0.08           0.500       0.277       1.606     
4          4               48                1000      0.294       0.01        0.16           0.360       0.282       0.946     
8          8               96                1000      0.294       0.03        0.33           1.162       0.282       1.265     
16         16              192               1000      0.307       0.05        0.62           0.373       0.299       1.421     
32         32              384               1000      0.321       0.10        1.20           1.421       0.305       1.812     
64         64              768               1000      0.351       0.18        2.19           0.756       0.339       1.845     
128        128             1536              1000      0.433       0.30        3.55           1.547       0.410       1.851     
256        256             3072              1000      0.590       0.43        5.21           0.927       0.558       1.830     
512        512             6144              1000      0.899       0.57        6.84           2.012       0.864       2.900     
1024       1024            12288             1000      3.481       0.29        3.53           1989.556    1.451       3.376     
2048       2048            24576             1000      2.635       0.78        9.33           4.323       2.613       4.377     
4096       4096            49152             1000      4.966       0.82        9.90           6.119       4.939       7.095     
8192       8192            98304             1000      10.202      0.80        9.64           15.489      9.752       13.381    
16384      16384           196608            1000      22.817      0.72        8.62           391.102     20.825      25.255    
32768      32768           393216            1000      41.208      0.80        9.54           106.203     39.505      43.920    
65536      65536           786432            1000      77.237      0.85        10.18          170.844     75.573      79.060    
131072     131072          1572864           1000      151.945     0.86        10.35          221.015     150.154     153.269   
262144     262144          3145728           1000      301.630     0.87        10.43          345.613     300.120     306.485   
524288     524288          6291456           1000      601.262     0.87        10.46          674.444     598.947     602.943   
1048576    1048576         12582912          1000      1197.922    0.88        10.50          1209.147    1195.151    1197.033  

