the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.077       0.08        0.31           0.292       0.075       0.291     
2          12              48                1000      0.076       0.16        0.63           0.300       0.074       0.276     
4          24              96                1000      0.078       0.31        1.23           0.301       0.076       0.287     
8          48              192               1000      0.081       0.59        2.36           0.311       0.080       0.111     
16         96              384               1000      0.089       1.08        4.31           0.306       0.086       0.098     
32         192             768               1000      0.102       1.87        7.50           0.371       0.100       0.161     
64         384             1536              1000      0.130       2.96        11.83          0.281       0.126       0.190     
128        768             3072              1000      0.183       4.20        16.79          0.424       0.177       0.427     
256        1536            6144              1000      0.292       5.27        21.07          0.635       0.285       0.607     
512        3072            12288             1000      0.510       6.02        24.09          6.406       0.495       0.840     
1024       6144            24576             1000      0.942       6.52        26.09          1.290       0.920       0.969     
2048       12288           49152             1000      1.928       6.37        25.49          8.182       1.782       2.222     
4096       24576           98304             1000      3.559       6.91        27.62          3.962       3.476       3.696     
8192       49152           196608            1000      7.006       7.02        28.06          12.130      6.916       7.422     
16384      98304           393216            1000      14.020      7.01        28.05          19.063      13.806      14.737    
32768      196608          786432            1000      28.144      6.99        27.94          35.448      27.515      29.866    
65536      393216          1572864           1000      55.712      7.06        28.23          66.243      55.001      58.414    
131072     786432          3145728           1000      114.170     6.89        27.55          150.644     111.566     117.297   
262144     1572864         6291456           1000      251.435     6.26        25.02          280.322     248.253     252.037   
524288     3145728         12582912          1000      507.660     6.20        24.79          518.325     501.060     509.250   
1048576    6291456         25165824          1000      1329.566    4.73        18.93          1350.873    1321.616    1337.793  

