the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.201       0.00        0.04           0.340       0.140       0.220     
2          2               16                1000      0.216       0.01        0.07           0.360       0.160       1.000     
4          4               32                1000      0.203       0.02        0.16           0.420       0.140       0.880     
8          8               64                1000      0.201       0.04        0.32           0.640       0.160       1.060     
16         16              128               1000      0.214       0.07        0.60           0.360       0.160       0.620     
32         32              256               1000      0.236       0.14        1.09           0.340       0.200       0.800     
64         64              512               1000      0.237       0.27        2.16           0.360       0.200       0.800     
128        128             1024              1000      0.276       0.46        3.71           0.340       0.240       0.740     
256        256             2048              1000      0.381       0.67        5.38           0.440       0.320       1.020     
512        512             4096              1000      0.557       0.92        7.36           0.780       0.520       0.920     
1024       1024            8192              1000      0.999       1.03        8.20           12.600      0.920       1.820     
2048       2048            16384             1000      1.774       1.15        9.24           2.000       1.720       3.760     
4096       4096            32768             1000      3.412       1.20        9.60           3.660       3.340       7.340     
8192       8192            65536             1000      6.535       1.25        10.03          15.100      6.420       15.520    
16384      16384           131072            1000      13.064      1.25        10.03          100.640     12.740      30.000    
32768      32768           262144            1000      25.238      1.30        10.39          49.980      24.760      61.220    
65536      65536           524288            1000      53.180      1.23        9.86           125.820     50.000      119.980   
131072     131072          1048576           1000      284.436     0.46        3.69           331.460     270.000     258.900   
262144     262144          2097152           1000      635.086     0.41        3.30           822.920     612.660     560.600   
524288     524288          4194304           1000      1269.492    0.41        3.30           1381.200    1251.320    1213.240  
1048576    1048576         8388608           1000      2705.639    0.39        3.10           3125.040    2681.060    2708.920  

