the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.148       0.01        0.08           0.480       0.060       0.840     
2          2               24                1000      0.160       0.01        0.15           0.500       0.080       0.400     
4          4               48                1000      0.152       0.03        0.32           0.360       0.080       0.940     
8          8               96                1000      0.155       0.05        0.62           0.340       0.080       0.980     
16         16              192               1000      0.161       0.10        1.19           0.620       0.100       0.660     
32         32              384               1000      0.165       0.19        2.32           0.540       0.120       1.320     
64         64              768               1000      0.185       0.35        4.15           0.500       0.140       0.880     
128        128             1536              1000      0.443       0.29        3.47           219.660     0.200       0.720     
256        256             3072              1000      0.327       0.78        9.39           0.660       0.300       0.900     
512        512             6144              1000      0.604       0.85        10.17          0.900       0.580       1.520     
1024       1024            12288             1000      1.064       0.96        11.55          1.460       1.020       2.360     
2048       2048            24576             1000      2.026       1.01        12.13          10.120      1.960       4.280     
4096       4096            49152             1000      4.100       1.00        11.99          4.500       3.860       8.320     
8192       8192            98304             1000      7.663       1.07        12.83          101.300     7.420       17.420    
16384      16384           196608            1000      72.180      0.23        2.72           11958.400   35.940      6033.320  
32768      32768           393216            1000      96.009      0.34        4.10           11376.880   52.560      248.980   
65536      65536           786432            1000      134.063     0.49        5.87           6229.500    92.420      9599.100  
131072     131072          1572864           1000      299.709     0.44        5.25           8428.620    254.760     377.480   
262144     262144          3145728           1000      680.126     0.39        4.63           12348.000   446.840     557.280   
524288     524288          6291456           1000      1010.487    0.52        6.23           18222.940   775.880     28445.120 
1048576    1048576         12582912          1000      2684.358    0.39        4.69           19601.540   2216.680    13608.540 

