the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.095       0.01        0.08           0.220       0.060       0.080     
2          2               16                1000      0.115       0.02        0.14           7.140       0.040       0.240     
4          4               32                1000      0.096       0.04        0.33           0.380       0.040       0.280     
8          8               64                1000      0.100       0.08        0.64           0.540       0.040       0.360     
16         16              128               1000      0.107       0.15        1.20           0.240       0.060       0.240     
32         32              256               1000      0.105       0.30        2.43           0.540       0.060       0.380     
64         64              512               1000      0.123       0.52        4.17           0.260       0.080       0.300     
128        128             1024              1000      0.137       0.94        7.49           0.400       0.100       0.680     
256        256             2048              1000      0.172       1.49        11.92          0.420       0.140       0.460     
512        512             4096              1000      0.232       2.21        17.66          0.360       0.200       0.660     
1024       1024            8192              1000      0.389       2.63        21.06          0.660       0.360       0.720     
2048       2048            16384             1000      0.849       2.41        19.29          1.220       0.800       2.140     
4096       4096            32768             1000      1.872       2.19        17.50          8.900       1.800       3.320     
8192       8192            65536             1000      3.674       2.23        17.84          5.360       3.580       7.100     
16384      16384           131072            1000      7.055       2.32        18.58          11.280      6.920       19.560    
32768      32768           262144            1000      13.927      2.35        18.82          31.940      13.520      38.160    
65536      65536           524288            1000      27.531      2.38        19.04          73.020      25.980      80.500    
131072     131072          1048576           1000      121.548     1.08        8.63           141.740     106.180     114.320   
262144     262144          2097152           1000      297.707     0.88        7.04           333.560     287.360     270.960   
524288     524288          4194304           1000      549.422     0.95        7.63           615.140     535.500     529.760   
1048576    1048576         8388608           1000      1015.082    1.03        8.26           1087.800    986.740     1010.740  

