the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.074       0.01        0.22           0.079       0.073       0.190     
2          2               32                1000      0.074       0.03        0.43           0.299       0.073       0.102     
4          4               64                1000      0.075       0.05        0.85           0.311       0.074       0.104     
8          8               128               1000      0.075       0.11        1.70           0.100       0.075       0.240     
16         16              256               1000      0.078       0.21        3.28           0.311       0.077       0.097     
32         32              512               1000      0.080       0.40        6.44           0.088       0.079       0.099     
64         64              1024              1000      0.088       0.73        11.62          0.130       0.087       0.115     
128        128             2048              1000      0.108       1.19        18.98          0.331       0.106       0.124     
256        256             4096              1000      0.143       1.79        28.63          0.180       0.141       0.176     
512        512             8192              1000      0.216       2.37        37.87          0.254       0.214       0.272     
1024       1024            16384             1000      0.362       2.83        45.24          0.386       0.360       0.420     
2048       2048            32768             1000      0.654       3.13        50.08          0.874       0.652       0.710     
4096       4096            65536             1000      1.247       3.28        52.54          1.472       1.234       1.270     
8192       8192            131072            1000      2.415       3.39        54.27          2.645       2.405       2.493     
16384      16384           262144            1000      4.787       3.42        54.77          5.042       4.745       4.886     
32768      32768           524288            1000      9.747       3.36        53.79          11.423      9.449       9.567     
65536      65536           1048576           1000      19.927      3.29        52.62          24.986      18.880      21.035    
131072     131072          2097152           1000      39.137      3.35        53.58          42.718      37.930      45.634    
262144     262144          4194304           1000      76.959      3.41        54.50          90.439      75.055      92.504    
524288     524288          8388608           1000      223.188     2.35        37.59          232.301     215.459     235.590   
1048576    1048576         16777216          1000      463.424     2.26        36.20          472.319     456.389     462.709   

