the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.126       0.02        0.06           0.300       0.080       0.620     
2          4               16                1000      0.132       0.03        0.12           0.360       0.080       0.720     
4          8               32                1000      0.134       0.06        0.24           0.780       0.080       1.100     
8          16              64                1000      0.126       0.13        0.51           0.680       0.080       0.860     
16         32              128               1000      0.161       0.20        0.79           0.480       0.080       0.800     
32         64              256               1000      0.152       0.42        1.68           0.420       0.100       0.600     
64         128             512               1000      0.181       0.71        2.83           0.360       0.140       0.740     
128        256             1024              1000      0.259       0.99        3.95           0.740       0.200       0.920     
256        512             2048              1000      0.365       1.40        5.62           0.780       0.300       2.080     
512        1024            4096              1000      0.602       1.70        6.80           1.580       0.540       3.840     
1024       2048            8192              1000      1.556       1.32        5.27           305.460     1.180       6.100     
2048       4096            16384             1000      2.543       1.61        6.44           4.300       2.480       15.560    
4096       8192            32768             1000      5.038       1.63        6.50           8.600       4.940       25.940    
8192       16384           65536             1000      10.098      1.62        6.49           270.680     9.640       58.620    
16384      32768           131072            1000      19.517      1.68        6.72           73.660      18.540      117.360   
32768      65536           262144            1000      56.574      1.16        4.63           153.120     52.640      207.400   
65536      131072          524288            1000      257.658     0.51        2.03           385.800     231.740     353.280   
131072     262144          1048576           1000      772.927     0.34        1.36           1003.880    467.840     650.320   
262144     524288          2097152           1000      1282.889    0.41        1.63           1976.080    852.680     837.340   
524288     1048576         4194304           1000      1540.163    0.68        2.72           1789.300    1520.160    1539.960  
1048576    2097152         8388608           1000      3040.656    0.69        2.76           3533.540    2985.740    2464.180  

