the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.090       0.07        0.27           0.260       0.080       0.120     
2          12              48                1000      0.092       0.13        0.52           0.260       0.080       0.260     
4          24              96                1000      0.105       0.23        0.92           0.260       0.080       0.260     
8          48              192               1000      0.123       0.39        1.56           0.300       0.060       0.300     
16         96              384               1000      0.124       0.77        3.09           0.400       0.080       0.320     
32         192             768               1000      0.146       1.32        5.27           7.120       0.120       0.300     
64         384             1536              1000      0.164       2.34        9.36           0.320       0.140       0.500     
128        768             3072              1000      0.236       3.26        13.04          0.440       0.220       0.420     
256        1536            6144              1000      0.356       4.31        17.25          0.500       0.320       0.460     
512        3072            12288             1000      0.622       4.94        19.76          0.780       0.600       0.760     
1024       6144            24576             1000      1.168       5.26        21.03          1.700       1.140       2.880     
2048       12288           49152             1000      2.497       4.92        19.69          3.140       2.200       7.020     
4096       24576           98304             1000      4.604       5.34        21.35          11.460      4.300       6.560     
8192       49152           196608            1000      8.624       5.70        22.80          12.000      8.400       14.060    
16384      98304           393216            1000      16.872      5.83        23.31          27.780      16.600      26.160    
32768      196608          786432            1000      33.426      5.88        23.53          53.800      32.960      52.120    
65536      393216          1572864           1000      90.989      4.32        17.29          145.240     85.160      111.860   
131072     786432          3145728           1000      291.231     2.70        10.80          322.680     281.540     260.980   
262144     1572864         6291456           1000      607.815     2.59        10.35          634.640     591.040     577.440   
524288     3145728         12582912          1000      1232.740    2.55        10.21          1268.740    1218.180    1222.460  
1048576    6291456         25165824          1000      2601.535    2.42        9.67           2644.380    2580.040    2613.600  

