the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.091       0.01        0.13           0.260       0.060       0.080     
2          2               24                1000      0.096       0.02        0.25           0.280       0.060       0.160     
4          4               48                1000      0.088       0.05        0.55           0.240       0.040       0.080     
8          8               96                1000      0.092       0.09        1.04           0.260       0.060       0.220     
16         16              192               1000      0.093       0.17        2.06           0.240       0.060       0.140     
32         32              384               1000      0.095       0.34        4.04           0.240       0.080       0.340     
64         64              768               1000      0.106       0.61        7.28           0.240       0.080       0.120     
128        128             1536              1000      0.124       1.03        12.36          0.260       0.100       0.480     
256        256             3072              1000      0.199       1.29        15.43          0.640       0.180       0.340     
512        512             6144              1000      0.299       1.71        20.52          0.480       0.280       0.720     
1024       1024            12288             1000      0.534       1.92        23.02          6.920       0.500       0.940     
2048       2048            24576             1000      1.824       1.12        13.47          2.760       1.220       2.580     
4096       4096            49152             1000      2.532       1.62        19.41          3.720       2.460       5.000     
8192       8192            98304             1000      5.082       1.61        19.34          11.900      4.900       12.040    
16384      16384           196608            1000      11.414      1.44        17.23          20.320      11.020      28.860    
32768      32768           393216            1000      21.498      1.52        18.29          59.580      20.680      65.660    
65536      65536           786432            1000      107.030     0.61        7.35           178.760     92.740      169.500   
131072     131072          1572864           1000      260.742     0.50        6.03           285.980     247.240     253.480   
262144     262144          3145728           1000      522.030     0.50        6.03           563.280     506.460     483.760   
524288     524288          6291456           1000      977.164     0.54        6.44           1043.420    959.000     993.820   
1048576    1048576         12582912          1000      2432.461    0.43        5.17           2606.000    2365.580    2336.400  

