the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.265       0.00        0.05           0.566       0.261       0.804     
2          2               24                1000      0.267       0.01        0.09           0.336       0.264       0.871     
4          4               48                1000      0.269       0.01        0.18           0.518       0.267       0.388     
8          8               96                1000      0.272       0.03        0.35           0.334       0.269       0.713     
16         16              192               1000      0.283       0.06        0.68           0.566       0.277       0.999     
32         32              384               1000      0.295       0.11        1.30           0.477       0.291       0.405     
64         64              768               1000      0.328       0.20        2.34           0.419       0.324       0.570     
128        128             1536              1000      0.403       0.32        3.81           0.699       0.397       0.560     
256        256             3072              1000      0.558       0.46        5.51           0.853       0.544       0.861     
512        512             6144              1000      0.876       0.58        7.01           1.149       0.854       1.231     
1024       1024            12288             1000      1.451       0.71        8.47           1.618       1.436       1.887     
2048       2048            24576             1000      2.611       0.78        9.41           3.074       2.602       3.558     
4096       4096            49152             1000      4.976       0.82        9.88           10.917      4.929       5.717     
8192       8192            98304             1000      9.932       0.82        9.90           16.895      9.697       11.962    
16384      16384           196608            1000      23.001      0.71        8.55           31.287      19.984      23.521    
32768      32768           393216            1000      41.617      0.79        9.45           52.158      39.892      44.261    
65536      65536           786432            1000      80.153      0.82        9.81           92.913      77.936      82.462    
131072     131072          1572864           1000      154.690     0.85        10.17          169.079     153.230     155.800   
262144     262144          3145728           1000      303.781     0.86        10.36          316.172     302.371     304.995   
524288     524288          6291456           1000      604.686     0.87        10.40          619.580     601.887     605.354   
1048576    1048576         12582912          1000      1198.456    0.87        10.50          1215.059    1196.214    1198.246  

