the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.109       0.01        0.07           0.240       0.080       0.080     
2          2               16                1000      0.112       0.02        0.14           0.280       0.100       0.180     
4          4               32                1000      0.145       0.03        0.22           0.280       0.040       0.880     
8          8               64                1000      0.152       0.05        0.42           0.460       0.060       0.300     
16         16              128               1000      0.160       0.10        0.80           0.300       0.060       0.240     
32         32              256               1000      0.145       0.22        1.77           0.260       0.100       0.280     
64         64              512               1000      0.146       0.44        3.50           0.540       0.100       0.500     
128        128             1024              1000      0.166       0.77        6.18           0.360       0.140       0.520     
256        256             2048              1000      0.195       1.31        10.51          0.740       0.160       0.400     
512        512             4096              1000      0.242       2.11        16.89          0.660       0.220       0.680     
1024       1024            8192              1000      0.405       2.53        20.24          0.580       0.360       1.360     
2048       2048            16384             1000      0.873       2.35        18.77          1.280       0.840       1.720     
4096       4096            32768             1000      1.732       2.37        18.92          2.160       1.660       3.400     
8192       8192            65536             1000      3.675       2.23        17.83          4.260       3.600       6.900     
16384      16384           131072            1000      7.072       2.32        18.53          13.120      6.920       18.820    
32768      32768           262144            1000      13.905      2.36        18.85          31.380      13.520      37.640    
65536      65536           524288            1000      27.992      2.34        18.73          72.660      25.860      80.300    
131072     131072          1048576           1000      120.743     1.09        8.68           144.260     105.000     118.080   
262144     262144          2097152           1000      297.013     0.88        7.06           335.860     287.420     251.440   
524288     524288          4194304           1000      550.003     0.95        7.63           729.480     538.460     528.180   
1048576    1048576         8388608           1000      1018.042    1.03        8.24           1201.760    985.220     1010.100  

