the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.058       0.02        0.07           0.240       0.040       0.080     
2          2               8                 1000      0.071       0.03        0.11           0.160       0.040       0.100     
4          4               16                1000      0.078       0.05        0.21           0.180       0.060       0.080     
8          8               32                1000      0.080       0.10        0.40           0.180       0.060       0.100     
16         16              64                1000      0.117       0.14        0.55           6.920       0.080       0.120     
32         32              128               1000      0.146       0.22        0.88           0.240       0.140       0.320     
64         64              256               1000      0.242       0.26        1.06           0.340       0.220       0.240     
128        128             512               1000      0.438       0.29        1.17           0.600       0.420       0.480     
256        256             1024              1000      0.828       0.31        1.24           7.840       0.800       0.860     
512        512             2048              1000      1.598       0.32        1.28           8.020       1.560       1.620     
1024       1024            4096              1000      3.133       0.33        1.31           3.240       3.120       3.160     
2048       2048            8192              1000      6.324       0.32        1.30           111.120     6.180       6.260     
4096       4096            16384             1000      12.498      0.33        1.31           109.520     12.340      12.760    
8192       8192            32768             1000      24.836      0.33        1.32           157.100     24.640      24.960    
16384      16384           65536             1000      49.456      0.33        1.33           154.740     49.220      49.680    
32768      32768           131072            1000      98.702      0.33        1.33           138.080     98.380      100.660   
65536      65536           262144            1000      197.310     0.33        1.33           245.760     196.660     200.360   
131072     131072          524288            1000      394.111     0.33        1.33           441.620     393.300     402.800   
262144     262144          1048576           1000      807.766     0.32        1.30           856.400     796.440     817.960   
524288     524288          2097152           1000      1585.207    0.33        1.32           1627.360    1577.060    1597.280  
1048576    1048576         4194304           1000      3218.241    0.33        1.30           3263.740    3178.420    3235.260  

