the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.129       0.01        0.09           0.300       0.060       0.080     
2          2               24                1000      0.150       0.01        0.16           0.260       0.080       0.220     
4          4               48                1000      0.151       0.03        0.32           0.260       0.060       0.400     
8          8               96                1000      0.117       0.07        0.82           0.140       0.040       0.260     
16         16              192               1000      0.116       0.14        1.66           0.220       0.060       0.220     
32         32              384               1000      0.118       0.27        3.26           0.220       0.060       0.100     
64         64              768               1000      0.126       0.51        6.09           0.340       0.100       0.140     
128        128             1536              1000      0.153       0.83        10.02          0.280       0.120       0.180     
256        256             3072              1000      0.214       1.19        14.34          0.440       0.160       0.520     
512        512             6144              1000      0.297       1.72        20.65          0.560       0.240       0.520     
1024       1024            12288             1000      0.561       1.82        21.89          0.880       0.520       1.120     
2048       2048            24576             1000      1.269       1.61        19.36          1.900       1.220       2.880     
4096       4096            49152             1000      2.587       1.58        19.00          3.860       2.520       6.160     
8192       8192            98304             1000      5.740       1.43        17.13          21.920      4.860       14.720    
16384      16384           196608            1000      10.023      1.63        19.62          98.480      9.640       28.060    
32768      32768           393216            1000      20.931      1.57        18.79          50.140      19.700      63.040    
65536      65536           786432            1000      69.513      0.94        11.31          149.500     62.340      127.160   
131072     131072          1572864           1000      295.133     0.44        5.33           340.740     287.900     280.180   
262144     262144          3145728           1000      634.513     0.41        4.96           697.320     608.420     612.800   
524288     524288          6291456           1000      1230.799    0.43        5.11           1280.220    1216.460    1236.920  
1048576    1048576         12582912          1000      2333.760    0.45        5.39           2462.360    2312.360    2321.820  

