the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.260       0.00        0.05           0.403       0.256       0.474     
2          2               24                1000      0.259       0.01        0.09           0.345       0.258       0.374     
4          4               48                1000      0.264       0.02        0.18           0.366       0.260       0.390     
8          8               96                1000      0.269       0.03        0.36           0.514       0.266       0.505     
16         16              192               1000      0.275       0.06        0.70           0.560       0.270       0.590     
32         32              384               1000      0.295       0.11        1.30           0.405       0.292       0.578     
64         64              768               1000      0.339       0.19        2.26           0.600       0.332       0.618     
128        128             1536              1000      0.426       0.30        3.60           0.674       0.419       0.839     
256        256             3072              1000      0.600       0.43        5.12           0.781       0.594       0.918     
512        512             6144              1000      0.974       0.53        6.31           1.282       0.965       1.204     
1024       1024            12288             1000      1.706       0.60        7.20           2.044       1.664       2.192     
2048       2048            24576             1000      3.087       0.66        7.96           3.349       3.061       3.347     
4096       4096            49152             1000      5.869       0.70        8.38           6.149       5.853       6.235     
8192       8192            98304             1000      11.596      0.71        8.48           17.137      11.449      12.155    
16384      16384           196608            1000      22.854      0.72        8.60           29.888      22.681      23.353    
32768      32768           393216            1000      45.451      0.72        8.65           51.201      45.028      45.846    
65536      65536           786432            1000      90.148      0.73        8.72           90.762      89.837      90.589    
131072     131072          1572864           1000      179.740     0.73        8.75           185.995     179.281     180.333   
262144     262144          3145728           1000      358.592     0.73        8.77           366.779     358.045     358.891   
524288     524288          6291456           1000      717.194     0.73        8.77           726.317     716.030     716.638   
1048576    1048576         12582912          1000      1435.139    0.73        8.77           1451.735    1432.282    1433.473  

