the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.565       0.00        0.02           1.440       0.500       1.880     
2          2               24                1000      0.572       0.00        0.04           0.720       0.540       2.560     
4          4               48                1000      0.568       0.01        0.08           6.480       0.500       2.120     
8          8               96                1000      0.549       0.01        0.17           0.700       0.500       1.820     
16         16              192               1000      0.551       0.03        0.35           1.240       0.500       1.980     
32         32              384               1000      0.562       0.06        0.68           0.960       0.540       2.320     
64         64              768               1000      0.569       0.11        1.35           1.640       0.520       2.760     
128        128             1536              1000      0.613       0.21        2.51           1.140       0.560       1.700     
256        256             3072              1000      0.696       0.37        4.41           0.880       0.640       2.340     
512        512             6144              1000      0.885       0.58        6.94           1.420       0.820       1.740     
1024       1024            12288             1000      1.182       0.87        10.39          1.960       1.120       2.360     
2048       2048            24576             1000      2.418       0.85        10.16          20.020      1.880       5.380     
4096       4096            49152             1000      3.116       1.31        15.77          9.260       3.020       7.420     
8192       8192            98304             1000      5.509       1.49        17.84          18.180      5.340       13.960    
16384      16384           196608            1000      12.067      1.36        16.29          27.700      11.640      31.780    
32768      32768           393216            1000      20.447      1.60        19.23          56.140      19.420      59.020    
65536      65536           786432            1000      94.377      0.69        8.33           141.560     86.160      137.900   
131072     131072          1572864           1000      289.510     0.45        5.43           321.760     280.940     271.920   
262144     262144          3145728           1000      634.911     0.41        4.95           864.640     612.960     602.320   
524288     524288          6291456           1000      1212.800    0.43        5.19           1338.020    1194.580    1216.400  
1048576    1048576         12582912          1000      2010.129    0.52        6.26           2610.700    1989.380    2015.620  

