the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               24                1000      0.102       0.02        0.24           0.346       0.089       0.365     
2          4               48                1000      0.103       0.04        0.46           0.133       0.092       0.213     
4          8               96                1000      0.101       0.08        0.95           0.149       0.089       0.280     
8          16              192               1000      0.103       0.15        1.86           0.223       0.092       0.170     
16         32              384               1000      0.106       0.30        3.61           0.317       0.094       0.160     
32         64              768               1000      0.114       0.56        6.72           0.329       0.101       0.207     
64         128             1536              1000      0.135       0.95        11.36          0.394       0.126       0.285     
128        256             3072              1000      0.176       1.45        17.44          0.396       0.168       0.271     
256        512             6144              1000      0.273       1.88        22.52          0.578       0.250       0.472     
512        1024            12288             1000      0.444       2.31        27.70          0.667       0.430       0.535     
1024       2048            24576             1000      0.920       2.23        26.72          1.127       0.898       0.984     
2048       4096            49152             1000      1.742       2.35        28.21          1.977       1.710       2.604     
4096       8192            98304             1000      3.339       2.45        29.44          11.380      3.217       4.163     
8192       16384           196608            1000      16.302      1.01        12.06          74.845      15.860      111.024   
16384      32768           393216            1000      26.321      1.24        14.94          335.792     24.932      30.244    
32768      65536           786432            1000      50.916      1.29        15.45          1602.245    48.318      53.006    
65536      131072          1572864           1000      87.657      1.50        17.94          141.824     86.233      94.801    
131072     262144          3145728           1000      171.889     1.53        18.30          809.369     169.189     171.862   
262144     524288          6291456           1000      332.599     1.58        18.92          1914.477    325.259     302.731   
524288     1048576         12582912          1000      695.268     1.51        18.10          2286.774    681.936     807.717   
1048576    2097152         25165824          1000      1802.008    1.16        13.97          3364.485    1775.921    1689.959  

