the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.089       0.073       0.229     
2          2               16                1000      0.076       0.03        0.21           0.100       0.075       0.132     
4          4               32                1000      0.077       0.05        0.42           0.304       0.076       0.110     
8          8               64                1000      0.078       0.10        0.82           0.189       0.075       0.437     
16         16              128               1000      0.078       0.20        1.64           0.119       0.077       0.125     
32         32              256               1000      0.079       0.40        3.22           0.158       0.077       0.135     
64         64              512               1000      0.084       0.76        6.10           0.126       0.081       0.129     
128        128             1024              1000      0.093       1.37        10.96          0.141       0.089       0.151     
256        256             2048              1000      0.107       2.40        19.21          0.334       0.104       0.287     
512        512             4096              1000      0.138       3.71        29.68          0.188       0.135       0.408     
1024       1024            8192              1000      0.202       5.07        40.54          0.251       0.197       0.264     
2048       2048            16384             1000      0.337       6.08        48.66          0.476       0.322       0.550     
4096       4096            32768             1000      0.687       5.97        47.73          1.103       0.652       1.148     
8192       8192            65536             1000      1.211       6.76        54.10          6.481       1.143       1.699     
16384      16384           131072            1000      2.280       7.19        57.49          3.401       2.180       3.065     
32768      32768           262144            1000      6.207       5.28        42.23          799.187     4.952       6.340     
65536      65536           524288            1000      10.660      6.15        49.18          14.948      10.051      12.337    
131072     131072          1048576           1000      21.412      6.12        48.97          31.396      20.569      25.026    
262144     262144          2097152           1000      42.329      6.19        49.54          72.305      41.471      51.252    
524288     524288          4194304           1000      125.443     4.18        33.44          145.700     104.286     135.242   
1048576    1048576         8388608           1000      283.352     3.70        29.60          314.789     260.460     290.248   

