the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               4                 1000      0.075       0.04        0.05           0.099       0.075       0.488     
2          6               8                 1000      0.076       0.08        0.11           0.088       0.076       0.327     
4          12              16                1000      0.076       0.16        0.21           0.089       0.076       0.279     
8          24              32                1000      0.076       0.32        0.42           0.088       0.076       0.326     
16         48              64                1000      0.077       0.62        0.83           0.095       0.076       0.278     
32         96              128               1000      0.078       1.23        1.64           0.099       0.078       0.325     
64         192             256               1000      0.079       2.43        3.24           0.087       0.079       0.335     
128        384             512               1000      0.083       4.62        6.17           0.103       0.083       0.496     
256        768             1024              1000      0.093       8.26        11.01          0.105       0.093       0.162     
512        1536            2048              1000      0.110       13.96       18.61          0.126       0.110       0.376     
1024       3072            4096              1000      0.144       21.38       28.50          0.159       0.143       0.304     
2048       6144            8192              1000      0.212       28.98       38.64          0.218       0.211       0.358     
4096       12288           16384             1000      0.347       35.41       47.22          0.352       0.342       1.079     
8192       24576           32768             1000      0.617       39.80       53.07          0.640       0.611       1.301     
16384      49152           65536             1000      1.337       36.76       49.02          1.442       1.275       2.402     
32768      98304           131072            1000      2.820       34.86       46.48          11.107      2.765       5.458     
65536      196608          262144            1000      5.627       34.94       46.59          8.299       5.456       9.691     
131072     393216          524288            1000      11.825      33.25       44.34          19.327      11.180      21.773    
262144     786432          1048576           1000      29.945      26.26       35.02          61.507      29.457      47.311    
524288     1572864         2097152           1000      60.413      26.04       34.71          81.517      59.716      98.920    
1048576    3145728         4194304           1000      124.234     25.32       33.76          176.711     121.428     216.917   

