the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.076       0.08        0.32           0.160       0.040       0.080     
2          12              48                1000      0.262       0.05        0.18           0.700       0.200       1.220     
4          24              96                1000      0.254       0.09        0.38           0.400       0.180       0.260     
8          48              192               1000      0.287       0.17        0.67           0.400       0.220       0.600     
16         96              384               1000      0.290       0.33        1.33           0.760       0.220       1.120     
32         192             768               1000      0.293       0.66        2.62           0.440       0.240       0.740     
64         384             1536              1000      0.317       1.21        4.85           0.620       0.240       0.860     
128        768             3072              1000      0.352       2.18        8.74           0.500       0.280       0.720     
256        1536            6144              1000      0.420       3.66        14.63          7.800       0.360       0.740     
512        3072            12288             1000      0.535       5.74        22.98          0.680       0.480       0.900     
1024       6144            24576             1000      0.798       7.70        30.80          1.080       0.760       2.140     
2048       12288           49152             1000      1.334       9.21        36.84          10.460      1.280       3.420     
4096       24576           98304             1000      2.404       10.22       40.89          4.120       2.360       6.200     
8192       49152           196608            1000      4.807       10.23       40.90          8.920       4.720       14.580    
16384      98304           393216            1000      9.088       10.82       43.27          17.300      8.840       28.280    
32768      196608          786432            1000      17.818      11.03       44.14          35.160      17.360      50.960    
65536      393216          1572864           1000      35.248      11.16       44.62          77.140      34.440      84.140    
131072     786432          3145728           1000      70.561      11.15       44.58          161.280     68.820      183.120   
262144     1572864         6291456           1000      330.281     4.76        19.05          493.780     311.140     454.440   
524288     3145728         12582912          1000      951.014     3.31        13.23          1074.580    882.060     898.320   
1048576    6291456         25165824          1000      1673.025    3.76        15.04          1818.780    1653.720    1645.240  

