the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.110       0.01        0.11           0.360       0.060       0.100     
2          2               24                1000      0.115       0.02        0.21           0.480       0.060       0.080     
4          4               48                1000      0.146       0.03        0.33           0.240       0.060       0.360     
8          8               96                1000      0.147       0.05        0.65           0.240       0.080       0.100     
16         16              192               1000      0.151       0.11        1.27           0.420       0.100       0.460     
32         32              384               1000      0.164       0.20        2.35           0.340       0.100       0.320     
64         64              768               1000      0.227       0.28        3.39           0.520       0.160       0.320     
128        128             1536              1000      0.306       0.42        5.01           0.700       0.260       0.720     
256        256             3072              1000      0.498       0.51        6.16           0.720       0.420       0.820     
512        512             6144              1000      0.848       0.60        7.24           1.360       0.760       1.500     
1024       1024            12288             1000      1.631       0.63        7.53           2.320       1.540       4.020     
2048       2048            24576             1000      3.089       0.66        7.96           74.640      2.880       7.220     
4096       4096            49152             1000      6.139       0.67        8.01           16.560      5.680       13.780    
8192       8192            98304             1000      13.003      0.63        7.56           23.520      12.240      35.220    
16384      16384           196608            1000      26.439      0.62        7.44           97.980      24.700      71.740    
32768      32768           393216            1000      92.164      0.36        4.27           200.560     78.140      157.540   
65536      65536           786432            1000      383.045     0.17        2.05           418.600     370.140     410.380   
131072     131072          1572864           1000      706.529     0.19        2.23           740.780     695.820     690.880   
262144     262144          3145728           1000      1596.616    0.16        1.97           1977.500    1573.860    1588.880  
524288     524288          6291456           1000      3682.853    0.14        1.71           4340.420    3643.960    3757.880  
1048576    1048576         12582912          1000      8793.482    0.12        1.43           10175.820   7852.740    8620.660  

