the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               12                1000      0.102       0.02        0.12           0.358       0.099       1.139     
2          4               24                1000      0.124       0.03        0.19           0.625       0.120       0.811     
4          8               48                1000      0.158       0.05        0.30           0.685       0.153       0.698     
8          16              96                1000      0.235       0.07        0.41           0.892       0.229       1.116     
16         32              192               1000      0.391       0.08        0.49           1.733       0.383       1.172     
32         64              384               1000      0.697       0.09        0.55           1.252       0.689       1.929     
64         128             768               1000      1.319       0.10        0.58           1.582       1.310       2.658     
128        256             1536              1000      2.583       0.10        0.59           3.650       2.570       4.115     
256        512             3072              1000      6.391       0.08        0.48           968.104     5.405       7.330     
512        1024            6144              1000      12.856      0.08        0.48           1869.479    10.946      14.321    
1024       2048            12288             1000      22.827      0.09        0.54           32.235      22.748      26.807    
2048       4096            24576             1000      47.492      0.09        0.52           342.281     47.047      52.350    
4096       8192            49152             1000      98.316      0.08        0.50           574.503     96.895      102.516   
8192       16384           98304             1000      199.945     0.08        0.49           385.892     197.755     206.024   
16384      32768           196608            1000      405.544     0.08        0.48           486.635     402.661     412.565   
32768      65536           393216            1000      815.209     0.08        0.48           843.729     811.608     820.277   
65536      131072          786432            1000      1651.174    0.08        0.48           1787.057    1639.721    1654.437  
131072     262144          1572864           1000      3288.053    0.08        0.48           3561.648    3272.100    3310.724  
262144     524288          3145728           1000      6625.218    0.08        0.47           7089.430    6594.736    6658.558  
524288     1048576         6291456           1000      13205.508   0.08        0.48           13933.145   13154.960   13210.734 
1048576    2097152         12582912          1000      26983.541   0.08        0.47           27087.911   26891.498   27098.189 

