the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.392       0.01        0.02           0.560       0.340       0.560     
2          4               16                1000      0.395       0.01        0.04           0.820       0.340       0.620     
4          8               32                1000      0.403       0.02        0.08           0.880       0.340       0.760     
8          16              64                1000      0.407       0.04        0.16           0.860       0.360       1.040     
16         32              128               1000      0.421       0.08        0.30           0.900       0.360       0.460     
32         64              256               1000      0.444       0.14        0.58           0.600       0.380       0.740     
64         128             512               1000      0.523       0.24        0.98           0.920       0.460       1.300     
128        256             1024              1000      0.642       0.40        1.60           1.640       0.600       1.220     
256        512             2048              1000      1.061       0.48        1.93           164.160     0.840       1.160     
512        1024            4096              1000      1.423       0.72        2.88           1.560       1.380       1.760     
1024       2048            8192              1000      2.459       0.83        3.33           10.000      2.400       2.620     
2048       4096            16384             1000      4.502       0.91        3.64           5.500       4.440       4.660     
4096       8192            32768             1000      8.944       0.92        3.66           305.800     8.580       9.720     
8192       16384           65536             1000      16.944      0.97        3.87           87.760      16.780      17.400    
16384      32768           131072            1000      33.599      0.98        3.90           129.160     33.160      36.400    
32768      65536           262144            1000      66.551      0.98        3.94           208.680     65.920      72.540    
65536      131072          524288            1000      132.902     0.99        3.94           198.460     131.480     140.320   
131072     262144          1048576           1000      320.512     0.82        3.27           386.380     299.960     283.940   
262144     524288          2097152           1000      577.308     0.91        3.63           649.040     567.860     567.360   
524288     1048576         4194304           1000      1130.395    0.93        3.71           1147.480    1120.040    1142.060  
1048576    2097152         8388608           1000      2241.772    0.94        3.74           2318.060    2227.240    2229.340  

