the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.069       0.01        0.12           0.200       0.040       0.060     
2          2               16                1000      0.065       0.03        0.24           0.120       0.040       0.060     
4          4               32                1000      0.066       0.06        0.48           0.080       0.040       0.080     
8          8               64                1000      0.079       0.10        0.81           0.220       0.060       0.060     
16         16              128               1000      0.077       0.21        1.66           0.100       0.060       0.080     
32         32              256               1000      0.072       0.44        3.56           0.080       0.040       0.060     
64         64              512               1000      0.073       0.88        7.02           0.200       0.040       0.120     
128        128             1024              1000      0.073       1.74        13.94          0.220       0.040       0.060     
256        256             2048              1000      0.076       3.36        26.90          0.220       0.060       0.060     
512        512             4096              1000      0.076       6.75        54.02          0.220       0.060       0.080     
1024       1024            8192              1000      0.076       13.41       107.25         0.100       0.060       0.080     
2048       2048            16384             1000      0.078       26.42       211.35         0.220       0.040       0.060     
4096       4096            32768             1000      0.080       51.12       408.99         0.280       0.060       0.100     
8192       8192            65536             1000      0.080       102.84      822.70         0.260       0.040       0.080     
16384      16384           131072            1000      0.083       198.31      1586.44        0.320       0.060       0.080     
32768      32768           262144            1000      0.081       402.26      3218.07        0.140       0.060       0.080     
65536      65536           524288            1000      0.083       793.22      6345.78        0.220       0.060       0.100     
131072     131072          1048576           1000      0.084       1569.35     12554.79       0.140       0.060       0.100     
262144     262144          2097152           1000      0.084       3122.25     24977.98       0.160       0.060       0.100     
524288     524288          4194304           1000      0.085       6147.85     49182.76       0.140       0.060       0.080     
1048576    1048576         8388608           1000      0.087       12099.88    96799.05       0.100       0.060       0.100     

