the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.054       0.04        0.15           0.060       0.040       0.620     
2          4               16                1000      0.055       0.07        0.29           0.060       0.040       0.220     
4          8               32                1000      0.068       0.12        0.47           0.080       0.060       0.140     
8          16              64                1000      0.081       0.20        0.79           9.560       0.060       0.160     
16         32              128               1000      0.086       0.37        1.50           0.100       0.080       0.200     
32         64              256               1000      0.100       0.64        2.56           0.120       0.100       0.260     
64         128             512               1000      0.127       1.01        4.04           0.160       0.120       0.180     
128        256             1024              1000      0.181       1.42        5.67           0.220       0.180       0.240     
256        512             2048              1000      0.289       1.77        7.10           0.320       0.280       0.800     
512        1024            4096              1000      0.503       2.04        8.15           0.540       0.500       2.560     
1024       2048            8192              1000      0.943       2.17        8.69           0.980       0.920       4.300     
2048       4096            16384             1000      1.843       2.22        8.89           1.880       1.820       13.780    
4096       8192            32768             1000      4.870       1.68        6.73           20.060      4.820       24.860    
8192       16384           65536             1000      9.617       1.70        6.81           22.860      9.540       42.220    
16384      32768           131072            1000      19.777      1.66        6.63           90.400      18.280      103.920   
32768      65536           262144            1000      52.863      1.24        4.96           102.460     52.560      174.640   
65536      131072          524288            1000      74.340      1.76        7.05           277.160     72.800      285.800   
131072     262144          1048576           1000      359.534     0.73        2.92           754.160     332.840     757.440   
262144     524288          2097152           1000      1400.811    0.37        1.50           1788.200    896.260     1671.340  
524288     1048576         4194304           1000      1751.837    0.60        2.39           2537.700    1728.640    1822.320  
1048576    2097152         8388608           1000      2611.099    0.80        3.21           2799.680    2592.680    2653.700  

