the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.309       0.01        0.03           0.580       0.280       0.560     
2          4               16                1000      0.314       0.01        0.05           0.500       0.280       1.320     
4          8               32                1000      0.301       0.03        0.11           0.920       0.260       1.520     
8          16              64                1000      0.299       0.05        0.21           0.860       0.280       1.320     
16         32              128               1000      0.297       0.11        0.43           0.480       0.220       0.700     
32         64              256               1000      0.301       0.21        0.85           0.460       0.260       0.660     
64         128             512               1000      0.325       0.39        1.57           1.160       0.240       0.740     
128        256             1024              1000      0.330       0.78        3.11           0.520       0.300       1.340     
256        512             2048              1000      0.399       1.28        5.13           0.600       0.340       1.100     
512        1024            4096              1000      0.476       2.15        8.61           0.780       0.440       1.360     
1024       2048            8192              1000      0.683       3.00        12.00          1.400       0.580       1.760     
2048       4096            16384             1000      1.096       3.74        14.95          2.380       0.980       3.120     
4096       8192            32768             1000      2.926       2.80        11.20          148.380     2.500       6.020     
8192       16384           65536             1000      3.599       4.55        18.21          9.340       3.520       10.120    
16384      32768           131072            1000      7.028       4.66        18.65          17.780      6.740       26.820    
32768      65536           262144            1000      13.531      4.84        19.37          45.640      13.060      60.840    
65536      131072          524288            1000      36.463      3.59        14.38          126.680     27.220      130.780   
131072     262144          1048576           1000      203.194     1.29        5.16           256.380     191.400     192.760   
262144     524288          2097152           1000      383.363     1.37        5.47           430.220     373.200     366.220   
524288     1048576         4194304           1000      881.068     1.19        4.76           1424.440    775.280     1316.200  
1048576    2097152         8388608           1000      1317.794    1.59        6.37           1378.800    1302.660    1340.760  

