the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.549       0.00        0.03           1.160       0.500       1.000     
2          2               32                1000      0.541       0.00        0.06           9.040       0.500       1.320     
4          4               64                1000      0.535       0.01        0.12           0.820       0.500       1.260     
8          8               128               1000      0.555       0.01        0.23           0.800       0.520       1.040     
16         16              256               1000      0.588       0.03        0.44           0.980       0.560       1.300     
32         32              512               1000      0.623       0.05        0.82           9.140       0.560       1.120     
64         64              1024              1000      0.674       0.09        1.52           0.860       0.640       1.400     
128        128             2048              1000      0.776       0.16        2.64           1.040       0.740       0.960     
256        256             4096              1000      1.031       0.25        3.97           1.280       0.980       1.620     
512        512             8192              1000      1.479       0.35        5.54           1.960       1.420       2.820     
1024       1024            16384             1000      2.343       0.44        6.99           3.160       2.280       3.000     
2048       2048            32768             1000      4.068       0.50        8.06           5.220       4.020       8.600     
4096       4096            65536             1000      7.561       0.54        8.67           15.820      7.460       14.940    
8192       8192            131072            1000      14.465      0.57        9.06           23.820      14.300      26.920    
16384      16384           262144            1000      28.208      0.58        9.29           43.080      27.980      49.520    
32768      32768           524288            1000      56.564      0.58        9.27           109.600     55.400      112.640   
65536      65536           1048576           1000      203.573     0.32        5.15           231.360     150.240     147.120   
131072     131072          2097152           1000      280.419     0.47        7.48           304.920     272.980     266.180   
262144     262144          4194304           1000      487.251     0.54        8.61           509.860     481.420     492.100   
524288     524288          8388608           1000      936.263     0.56        8.96           1007.620    928.660     933.900   
1048576    1048576         16777216          1000      1881.191    0.56        8.92           2479.060    1865.860    1869.260  

