the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          8               24                1000      0.494       0.02        0.05           0.887       0.446       0.924     
2          16              48                1000      0.488       0.03        0.10           0.867       0.444       0.887     
4          32              96                1000      0.489       0.07        0.20           0.817       0.473       1.137     
8          64              192               1000      0.482       0.13        0.40           0.798       0.462       1.129     
16         128             384               1000      0.479       0.27        0.80           0.925       0.467       1.105     
32         256             768               1000      0.537       0.48        1.43           5.211       0.519       1.194     
64         512             1536              1000      0.631       0.81        2.43           0.810       0.620       1.170     
128        1024            3072              1000      0.864       1.18        3.55           1.406       0.847       1.604     
256        2048            6144              1000      1.274       1.61        4.82           1.759       1.226       1.684     
512        4096            12288             1000      2.105       1.95        5.84           2.487       2.072       2.711     
1024       8192            24576             1000      3.745       2.19        6.56           4.137       3.703       4.346     
2048       16384           49152             1000      7.037       2.33        6.98           7.558       6.972       8.035     
4096       32768           98304             1000      13.740      2.38        7.15           14.512      13.510      14.571    
8192       65536           196608            1000      27.095      2.42        7.26           34.428      26.731      27.331    
16384      131072          393216            1000      53.332      2.46        7.37           60.432      52.883      54.226    
32768      262144          786432            1000      105.780     2.48        7.43           114.875     105.046     106.505   
65536      524288          1572864           1000      221.163     2.37        7.11           232.958     218.794     223.136   
131072     1048576         3145728           1000      452.440     2.32        6.95           784.883     447.267     458.385   
262144     2097152         6291456           1000      917.215     2.29        6.86           1692.684    907.014     908.243   
524288     4194304         12582912          1000      1842.291    2.28        6.83           3186.354    1825.569    1831.007  
1048576    8388608         25165824          1000      3690.425    2.27        6.82           11444.136   3658.306    3668.878  

