the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.078       0.01        0.15           0.300       0.075       0.301     
2          2               24                1000      0.078       0.03        0.31           0.124       0.077       0.148     
4          4               48                1000      0.085       0.05        0.56           0.336       0.080       0.218     
8          8               96                1000      0.083       0.10        1.15           0.127       0.079       0.264     
16         16              192               1000      0.088       0.18        2.17           0.120       0.085       0.093     
32         32              384               1000      0.098       0.33        3.91           0.351       0.097       0.129     
64         64              768               1000      0.124       0.51        6.18           0.157       0.123       0.179     
128        128             1536              1000      0.178       0.72        8.62           0.219       0.171       0.216     
256        256             3072              1000      0.271       0.94        11.33          0.477       0.265       0.281     
512        512             6144              1000      0.456       1.12        13.47          0.489       0.448       0.473     
1024       1024            12288             1000      0.819       1.25        15.00          1.024       0.814       0.839     
2048       2048            24576             1000      1.569       1.31        15.67          1.774       1.541       1.618     
4096       4096            49152             1000      3.054       1.34        16.10          3.222       2.999       3.339     
8192       8192            98304             1000      6.048       1.35        16.25          6.541       5.906       5.985     
16384      16384           196608            1000      12.206      1.34        16.11          19.253      11.974      12.303    
32768      32768           393216            1000      23.550      1.39        16.70          29.293      23.407      23.636    
65536      65536           786432            1000      47.509      1.38        16.55          52.838      47.131      48.910    
131072     131072          1572864           1000      94.629      1.39        16.62          101.123     93.727      94.697    
262144     262144          3145728           1000      188.094     1.39        16.72          195.658     186.693     189.135   
524288     524288          6291456           1000      377.529     1.39        16.66          388.171     374.810     376.487   
1048576    1048576         12582912          1000      760.705     1.38        16.54          777.455     750.322     756.310   

