the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.375       0.00        0.02           0.580       0.320       0.500     
2          2               16                1000      0.379       0.01        0.04           0.640       0.320       0.640     
4          4               32                1000      0.381       0.01        0.08           0.580       0.360       1.080     
8          8               64                1000      0.384       0.02        0.17           0.560       0.340       1.400     
16         16              128               1000      0.400       0.04        0.32           0.740       0.360       1.220     
32         32              256               1000      0.432       0.07        0.59           0.700       0.380       0.820     
64         64              512               1000      0.490       0.13        1.05           0.700       0.460       1.720     
128        128             1024              1000      0.598       0.21        1.71           0.880       0.540       1.320     
256        256             2048              1000      0.789       0.32        2.60           1.020       0.740       1.880     
512        512             4096              1000      1.186       0.43        3.45           1.660       1.120       1.400     
1024       1024            8192              1000      1.958       0.52        4.18           2.960       1.900       2.540     
2048       2048            16384             1000      3.525       0.58        4.65           10.280      3.460       4.740     
4096       4096            32768             1000      6.863       0.60        4.77           14.100      6.560       8.200     
8192       8192            65536             1000      13.156      0.62        4.98           21.300      12.800      14.660    
16384      16384           131072            1000      25.441      0.64        5.15           37.280      25.200      33.240    
32768      32768           262144            1000      50.132      0.65        5.23           63.180      49.720      52.480    
65536      65536           524288            1000      100.767     0.65        5.20           155.300     99.020      107.400   
131072     131072          1048576           1000      245.228     0.53        4.28           277.160     236.100     216.540   
262144     262144          2097152           1000      450.932     0.58        4.65           471.780     443.640     425.980   
524288     524288          4194304           1000      862.899     0.61        4.86           992.100     852.880     856.900   
1048576    1048576         8388608           1000      1653.743    0.63        5.07           1703.260    1642.840    1647.120  

