the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.084       0.01        0.05           0.129       0.073       0.248     
2          2               8                 1000      0.087       0.02        0.09           0.118       0.077       0.158     
4          4               16                1000      0.090       0.04        0.18           0.136       0.081       0.256     
8          8               32                1000      0.099       0.08        0.32           0.122       0.085       0.258     
16         16              64                1000      0.096       0.17        0.66           0.125       0.093       0.232     
32         32              128               1000      0.100       0.32        1.28           0.137       0.087       0.173     
64         64              256               1000      0.101       0.63        2.53           0.131       0.086       0.145     
128        128             512               1000      0.114       1.12        4.48           0.144       0.100       0.215     
256        256             1024              1000      0.143       1.79        7.16           0.259       0.129       0.179     
512        512             2048              1000      0.201       2.55        10.19          0.232       0.188       0.238     
1024       1024            4096              1000      0.318       3.22        12.88          0.342       0.305       0.472     
2048       2048            8192              1000      0.550       3.72        14.88          0.556       0.538       0.591     
4096       4096            16384             1000      1.016       4.03        16.12          1.050       1.005       1.135     
8192       8192            32768             1000      1.958       4.18        16.73          6.816       1.937       1.991     
16384      16384           65536             1000      3.823       4.29        17.14          12.527      3.800       3.893     
32768      32768           131072            1000      10.416      3.15        12.58          2874.370    7.526       7.624     
65536      65536           262144            1000      15.048      4.36        17.42          24.436      14.997      15.372    
131072     131072          524288            1000      31.246      4.19        16.78          847.013     29.879      32.023    
262144     262144          1048576           1000      59.943      4.37        17.49          276.429     59.667      63.368    
524288     524288          2097152           1000      119.545     4.39        17.54          289.684     119.252     130.155   
1048576    1048576         4194304           1000      242.279     4.33        17.31          331.568     239.159     270.226   

