the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.271       0.01        0.03           0.580       0.220       2.280     
2          4               16                1000      0.281       0.01        0.06           0.800       0.220       0.580     
4          8               32                1000      0.269       0.03        0.12           1.000       0.200       0.860     
8          16              64                1000      0.275       0.06        0.23           0.660       0.200       1.060     
16         32              128               1000      0.289       0.11        0.44           0.740       0.220       0.640     
32         64              256               1000      0.304       0.21        0.84           0.940       0.240       0.600     
64         128             512               1000      0.347       0.37        1.47           0.760       0.280       1.080     
128        256             1024              1000      0.425       0.60        2.41           0.720       0.360       0.680     
256        512             2048              1000      0.588       0.87        3.48           8.060       0.520       1.560     
512        1024            4096              1000      0.896       1.14        4.57           1.440       0.840       2.660     
1024       2048            8192              1000      1.505       1.36        5.44           2.460       1.400       3.420     
2048       4096            16384             1000      2.512       1.63        6.52           4.020       2.380       7.120     
4096       8192            32768             1000      4.901       1.67        6.69           10.160      4.720       11.800    
8192       16384           65536             1000      9.252       1.77        7.08           17.620      8.940       27.460    
16384      32768           131072            1000      17.852      1.84        7.34           47.920      16.980      58.040    
32768      65536           262144            1000      41.071      1.60        6.38           120.960     38.280      122.140   
65536      131072          524288            1000      227.560     0.58        2.30           320.560     212.900     210.900   
131072     262144          1048576           1000      379.519     0.69        2.76           412.680     370.900     356.680   
262144     524288          2097152           1000      749.102     0.70        2.80           787.140     739.120     727.380   
524288     1048576         4194304           1000      1340.204    0.78        3.13           1442.920    1325.160    1343.480  
1048576    2097152         8388608           1000      2766.973    0.76        3.03           2917.680    2686.800    2788.300  

