the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.099       0.01        0.08           0.307       0.084       0.317     
2          2               16                1000      0.098       0.02        0.16           0.235       0.091       0.138     
4          4               32                1000      0.096       0.04        0.33           0.122       0.080       0.181     
8          8               64                1000      0.094       0.09        0.68           0.129       0.080       0.404     
16         16              128               1000      0.096       0.17        1.34           0.140       0.078       0.146     
32         32              256               1000      0.093       0.34        2.76           0.124       0.079       0.224     
64         64              512               1000      0.097       0.66        5.25           0.154       0.093       0.192     
128        128             1024              1000      0.100       1.27        10.20          0.305       0.089       0.160     
256        256             2048              1000      0.114       2.24        17.90          0.227       0.111       0.232     
512        512             4096              1000      0.155       3.30        26.44          0.358       0.142       0.332     
1024       1024            8192              1000      0.215       4.77        38.16          0.414       0.195       0.293     
2048       2048            16384             1000      0.332       6.17        49.38          0.586       0.311       0.476     
4096       4096            32768             1000      0.672       6.10        48.76          0.987       0.618       0.805     
8192       8192            65536             1000      1.161       7.06        56.47          1.594       1.112       1.445     
16384      16384           131072            1000      2.188       7.49        59.90          2.629       2.080       3.383     
32768      32768           262144            1000      5.563       5.89        47.13          10.975      5.167       6.791     
65536      65536           524288            1000      10.427      6.28        50.28          12.153      10.098      12.779    
131072     131072          1048576           1000      21.038      6.23        49.84          151.651     20.304      26.315    
262144     262144          2097152           1000      44.310      5.92        47.33          66.515      41.544      58.761    
524288     524288          4194304           1000      145.680     3.60        28.79          165.235     119.607     163.320   
1048576    1048576         8388608           1000      370.334     2.83        22.65          405.222     341.297     373.331   

