the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.360       0.00        0.02           0.780       0.320       0.700     
2          2               16                1000      0.363       0.01        0.04           0.520       0.320       0.980     
4          4               32                1000      0.369       0.01        0.09           0.760       0.320       1.000     
8          8               64                1000      0.373       0.02        0.17           0.540       0.340       0.920     
16         16              128               1000      0.388       0.04        0.33           0.540       0.360       0.940     
32         32              256               1000      0.423       0.08        0.61           0.820       0.380       1.000     
64         64              512               1000      0.476       0.13        1.08           0.640       0.460       1.060     
128        128             1024              1000      0.578       0.22        1.77           0.720       0.540       0.880     
256        256             2048              1000      0.779       0.33        2.63           8.020       0.720       1.280     
512        512             4096              1000      1.172       0.44        3.49           1.660       1.120       1.400     
1024       1024            8192              1000      2.014       0.51        4.07           2.940       1.880       2.220     
2048       2048            16384             1000      3.783       0.54        4.33           12.460      3.440       3.940     
4096       4096            32768             1000      6.853       0.60        4.78           14.800      6.520       7.480     
8192       8192            65536             1000      13.019      0.63        5.03           31.560      12.740      15.300    
16384      16384           131072            1000      25.522      0.64        5.14           83.580      25.080      30.780    
32768      32768           262144            1000      50.172      0.65        5.22           116.800     49.720      66.840    
65536      65536           524288            1000      100.451     0.65        5.22           137.120     98.920      127.920   
131072     131072          1048576           1000      244.928     0.54        4.28           265.920     236.280     224.840   
262144     262144          2097152           1000      451.080     0.58        4.65           493.180     443.040     445.740   
524288     524288          4194304           1000      862.536     0.61        4.86           921.320     851.820     838.480   
1048576    1048576         8388608           1000      1654.201    0.63        5.07           1792.640    1641.280    1646.060  

