the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.076       0.03        0.05           0.100       0.040       0.160     
2          4               8                 1000      0.073       0.06        0.11           0.240       0.040       0.100     
4          8               16                1000      0.126       0.06        0.13           0.280       0.060       0.500     
8          16              32                1000      0.138       0.12        0.23           0.540       0.060       0.280     
16         32              64                1000      0.111       0.29        0.58           0.260       0.060       0.120     
32         64              128               1000      0.111       0.58        1.15           0.140       0.060       0.120     
64         128             256               1000      0.113       1.13        2.26           0.260       0.060       0.120     
128        256             512               1000      0.139       1.84        3.69           8.120       0.080       0.180     
256        512             1024              1000      0.165       3.10        6.20           0.420       0.140       0.560     
512        1024            2048              1000      0.239       4.29        8.57           0.420       0.200       0.900     
1024       2048            4096              1000      0.377       5.43        10.86          0.760       0.340       0.820     
2048       4096            8192              1000      0.666       6.15        12.31          1.180       0.620       1.880     
4096       8192            16384             1000      1.328       6.17        12.34          2.620       1.280       3.500     
8192       16384           32768             1000      2.607       6.29        12.57          4.260       2.520       9.100     
16384      32768           65536             1000      5.521       5.93        11.87          9.120       4.980       18.340    
32768      65536           131072            1000      10.118      6.48        12.95          145.040     9.800       37.680    
65536      131072          262144            1000      20.301      6.46        12.91          103.120     19.540      65.420    
131072     262144          524288            1000      40.990      6.40        12.79          139.740     39.060      134.920   
262144     524288          1048576           1000      277.174     1.89        3.78           345.300     257.920     272.500   
524288     1048576         2097152           1000      500.999     2.09        4.19           684.480     471.920     469.220   
1048576    2097152         4194304           1000      1008.383    2.08        4.16           1103.120    978.820     942.980   

