the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               24                1000      0.794       0.00        0.03           1.580       0.720       1.520     
2          4               48                1000      0.793       0.01        0.06           1.400       0.740       1.900     
4          8               96                1000      0.885       0.01        0.11           7.900       0.780       1.600     
8          16              192               1000      0.820       0.02        0.23           1.180       0.760       1.880     
16         32              384               1000      0.878       0.04        0.44           1.400       0.820       1.960     
32         64              768               1000      0.914       0.07        0.84           9.220       0.860       2.460     
64         128             1536              1000      0.993       0.13        1.55           1.320       0.940       1.960     
128        256             3072              1000      1.148       0.22        2.68           8.960       1.060       2.180     
256        512             6144              1000      1.468       0.35        4.19           2.020       1.380       3.540     
512        1024            12288             1000      2.159       0.47        5.69           2.740       2.080       3.920     
1024       2048            24576             1000      3.421       0.60        7.18           8.680       3.320       5.900     
2048       4096            49152             1000      5.869       0.70        8.37           7.760       5.780       11.800    
4096       8192            98304             1000      10.714      0.76        9.18           18.880      10.580      19.720    
8192       16384           196608            1000      20.376      0.80        9.65           28.560      20.160      36.360    
16384      32768           393216            1000      39.874      0.82        9.86           63.340      39.280      65.300    
32768      65536           786432            1000      105.247     0.62        7.47           121.620     92.480      118.180   
65536      131072          1572864           1000      223.260     0.59        7.04           262.420     216.120     229.440   
131072     262144          3145728           1000      452.442     0.58        6.95           486.360     443.960     445.000   
262144     524288          6291456           1000      807.792     0.65        7.79           829.740     799.680     805.340   
524288     1048576         12582912          1000      1746.345    0.60        7.21           1905.320    1728.780    1754.480  
1048576    2097152         25165824          1000      4144.982    0.51        6.07           4735.920    4121.980    4131.840  

