the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          8               24                1000      0.113       0.07        0.21           0.540       0.060       0.100     
2          16              48                1000      0.128       0.12        0.37           0.380       0.060       0.400     
4          32              96                1000      0.139       0.23        0.69           0.560       0.060       0.160     
8          64              192               1000      0.136       0.47        1.41           0.280       0.060       0.480     
16         128             384               1000      0.128       1.00        2.99           0.560       0.080       0.160     
32         256             768               1000      0.164       1.57        4.70           0.340       0.120       0.240     
64         512             1536              1000      0.217       2.36        7.08           0.460       0.180       0.280     
128        1024            3072              1000      0.375       2.73        8.20           1.520       0.320       0.620     
256        2048            6144              1000      0.629       3.26        9.78           9.860       0.560       1.100     
512        4096            12288             1000      1.150       3.56        10.69          1.680       1.080       2.240     
1024       8192            24576             1000      2.222       3.69        11.06          4.580       2.120       5.540     
2048       16384           49152             1000      4.556       3.60        10.79          16.080      4.120       7.120     
4096       32768           98304             1000      9.183       3.57        10.70          12.480      8.220       12.900    
8192       65536           196608            1000      20.612      3.18        9.54           36.340      18.840      23.620    
16384      131072          393216            1000      51.717      2.53        7.60           70.160      46.900      50.780    
32768      262144          786432            1000      142.219     1.84        5.53           170.240     122.780     107.360   
65536      524288          1572864           1000      243.087     2.16        6.47           432.260     220.100     251.220   
131072     1048576         3145728           1000      527.489     1.99        5.96           1413.460    491.360     530.320   
262144     2097152         6291456           1000      1248.397    1.68        5.04           1501.800    1195.180    1341.000  
524288     4194304         12582912          1000      2847.945    1.47        4.42           3366.100    2750.640    2909.260  
1048576    8388608         25165824          1000      5829.859    1.44        4.32           11132.980   5592.260    6137.720  

