the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.187       0.01        0.04           0.520       0.100       0.240     
2          2               16                1000      0.227       0.01        0.07           0.380       0.160       0.520     
4          4               32                1000      0.271       0.01        0.12           0.400       0.180       0.440     
8          8               64                1000      0.370       0.02        0.17           0.680       0.260       0.580     
16         16              128               1000      0.497       0.03        0.26           0.740       0.420       1.180     
32         32              256               1000      0.847       0.04        0.30           1.260       0.780       1.080     
64         64              512               1000      1.533       0.04        0.33           11.080      1.460       2.020     
128        128             1024              1000      2.909       0.04        0.35           9.960       2.820       3.160     
256        256             2048              1000      5.645       0.05        0.36           6.220       5.560       5.940     
512        512             4096              1000      11.110      0.05        0.37           11.360      11.040      11.480    
1024       1024            8192              1000      22.266      0.05        0.37           55.780      21.960      22.520    
2048       2048            16384             1000      44.025      0.05        0.37           113.920     43.760      44.380    
4096       4096            32768             1000      88.281      0.05        0.37           147.460     87.480      88.040    
8192       8192            65536             1000      176.135     0.05        0.37           255.620     175.280     205.940   
16384      16384           131072            1000      351.713     0.05        0.37           390.100     350.200     351.220   
32768      32768           262144            1000      702.383     0.05        0.37           746.900     700.320     728.320   
65536      65536           524288            1000      1405.424    0.05        0.37           1836.160    1400.560    1405.380  
131072     131072          1048576           1000      2826.992    0.05        0.37           3002.660    2803.600    2812.960  
262144     262144          2097152           1000      5630.294    0.05        0.37           5860.760    5614.560    5643.880  
524288     524288          4194304           1000      11495.166   0.05        0.36           12383.920   11462.840   11482.120 
1048576    1048576         8388608           1000      23000.938   0.05        0.36           24771.060   22945.080   23007.740 

