the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.093       0.06        0.26           0.144       0.088       0.347     
2          12              48                1000      0.099       0.12        0.48           0.282       0.096       0.243     
4          24              96                1000      0.117       0.20        0.82           0.340       0.112       0.175     
8          48              192               1000      0.150       0.32        1.28           0.232       0.141       0.216     
16         96              384               1000      0.211       0.45        1.82           0.434       0.200       0.225     
32         192             768               1000      0.343       0.56        2.24           0.585       0.322       0.378     
64         384             1536              1000      0.600       0.64        2.56           0.697       0.573       0.659     
128        768             3072              1000      1.160       0.66        2.65           10.491      1.122       1.166     
256        1536            6144              1000      2.133       0.72        2.88           2.301       2.041       2.253     
512        3072            12288             1000      4.241       0.72        2.90           4.521       4.179       4.315     
1024       6144            24576             1000      8.311       0.74        2.96           13.610      7.978       8.400     
2048       12288           49152             1000      17.240      0.71        2.85           222.256     16.554      16.662    
4096       24576           98304             1000      33.264      0.74        2.96           42.989      33.040      33.264    
8192       49152           196608            1000      66.465      0.74        2.96           117.887     66.056      66.230    
16384      98304           393216            1000      132.596     0.74        2.97           159.769     132.002     132.456   
32768      196608          786432            1000      265.198     0.74        2.97           304.334     264.167     264.771   
65536      393216          1572864           1000      535.225     0.73        2.94           624.509     525.911     547.776   
131072     786432          3145728           1000      1059.516    0.74        2.97           1095.775    1056.282    1058.019  
262144     1572864         6291456           1000      2386.852    0.66        2.64           2721.631    2225.295    2117.370  
524288     3145728         12582912          1000      5041.826    0.62        2.50           5471.225    4465.724    4774.988  
1048576    6291456         25165824          1000      9915.551    0.63        2.54           11051.257   8441.713    8845.615  

