the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               24                1000      0.050       0.04        0.48           0.060       0.040       0.060     
2          4               48                1000      0.050       0.08        0.96           0.080       0.040       0.120     
4          8               96                1000      0.053       0.15        1.81           0.080       0.040       0.080     
8          16              192               1000      0.056       0.29        3.43           0.080       0.040       0.140     
16         32              384               1000      0.060       0.53        6.38           0.080       0.060       0.220     
32         64              768               1000      0.070       0.91        10.95          0.100       0.060       0.260     
64         128             1536              1000      0.091       1.41        16.87          0.120       0.080       0.280     
128        256             3072              1000      0.135       1.90        22.75          0.160       0.120       0.500     
256        512             6144              1000      0.238       2.15        25.83          0.260       0.220       0.600     
512        1024            12288             1000      0.403       2.54        30.52          7.280       0.380       0.880     
1024       2048            24576             1000      0.824       2.49        29.84          0.860       0.800       2.980     
2048       4096            49152             1000      1.586       2.58        30.99          1.780       1.540       6.520     
4096       8192            98304             1000      4.759       1.72        20.66          31.140      4.700       14.000    
8192       16384           196608            1000      10.531      1.56        18.67          42.360      9.840       26.000    
16384      32768           393216            1000      20.590      1.59        19.10          33.180      19.500      54.440    
32768      65536           786432            1000      40.547      1.62        19.40          93.720      37.580      145.080   
65536      131072          1572864           1000      94.837      1.38        16.58          265.940     79.080      284.660   
131072     262144          3145728           1000      295.774     0.89        10.64          564.380     269.120     479.280   
262144     524288          6291456           1000      744.332     0.70        8.45           940.040     734.300     835.220   
524288     1048576         12582912          1000      1904.545    0.55        6.61           1952.940    1891.500    1935.180  
1048576    2097152         25165824          1000      3702.501    0.57        6.80           3863.680    3676.900    4570.660  

