the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.076       0.08        0.32           0.316       0.074       0.311     
2          12              48                1000      0.079       0.15        0.61           0.303       0.076       0.092     
4          24              96                1000      0.081       0.30        1.19           0.399       0.079       0.080     
8          48              192               1000      0.083       0.58        2.32           0.277       0.081       0.294     
16         96              384               1000      0.093       1.03        4.12           0.303       0.090       0.125     
32         192             768               1000      0.112       1.71        6.85           0.325       0.106       0.116     
64         384             1536              1000      0.144       2.67        10.69          0.529       0.139       0.165     
128        768             3072              1000      0.211       3.65        14.58          0.529       0.205       0.237     
256        1536            6144              1000      0.343       4.48        17.92          0.706       0.337       0.702     
512        3072            12288             1000      0.612       5.02        20.07          0.965       0.603       0.614     
1024       6144            24576             1000      1.145       5.37        21.46          1.530       1.130       1.446     
2048       12288           49152             1000      2.215       5.55        22.19          2.518       2.190       2.469     
4096       24576           98304             1000      4.365       5.63        22.52          4.744       4.326       4.649     
8192       49152           196608            1000      8.857       5.55        22.20          15.162      8.602       9.052     
16384      98304           393216            1000      17.334      5.67        22.68          49.921      17.125      18.036    
32768      196608          786432            1000      34.384      5.72        22.87          41.726      34.142      37.149    
65536      393216          1572864           1000      68.534      5.74        22.95          82.637      68.230      75.015    
131072     786432          3145728           1000      137.182     5.73        22.93          178.674     136.457     155.336   
262144     1572864         6291456           1000      326.003     4.82        19.30          489.016     320.176     339.846   
524288     3145728         12582912          1000      722.757     4.35        17.41          772.417     715.363     726.425   
1048576    6291456         25165824          1000      1480.587    4.25        17.00          1494.629    1470.079    1484.750  

