the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.123       0.01        0.06           0.165       0.122       0.478     
2          2               16                1000      0.123       0.02        0.13           0.326       0.121       0.398     
4          4               32                1000      0.124       0.03        0.26           0.198       0.122       0.293     
8          8               64                1000      0.129       0.06        0.50           0.328       0.127       0.719     
16         16              128               1000      0.129       0.12        0.99           0.183       0.128       0.161     
32         32              256               1000      0.134       0.24        1.92           0.283       0.132       0.338     
64         64              512               1000      0.181       0.35        2.82           0.359       0.135       0.493     
128        128             1024              1000      0.143       0.90        7.16           0.528       0.140       0.349     
256        256             2048              1000      0.157       1.63        13.05          0.220       0.155       0.317     
512        512             4096              1000      0.201       2.55        20.38          0.520       0.186       0.225     
1024       1024            8192              1000      0.280       3.66        29.29          1.120       0.248       0.745     
2048       2048            16384             1000      0.402       5.09        40.75          0.909       0.368       0.723     
4096       4096            32768             1000      0.702       5.83        46.65          1.239       0.653       1.362     
8192       8192            65536             1000      1.267       6.46        51.71          2.876       1.173       3.248     
16384      16384           131072            1000      3.601       4.55        36.39          7.793       2.820       6.841     
32768      32768           262144            1000      10.834      3.02        24.20          17.131      9.823       9.854     
65536      65536           524288            1000      19.028      3.44        27.55          25.826      18.069      20.015    
131072     131072          1048576           1000      30.681      4.27        34.18          33.294      29.716      35.465    
262144     262144          2097152           1000      52.299      5.01        40.10          75.326      50.609      69.580    
524288     524288          4194304           1000      130.215     4.03        32.21          160.758     116.926     149.237   
1048576    1048576         8388608           1000      315.325     3.33        26.60          335.407     296.336     370.674   

