the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.191       0.03        0.13           0.920       0.100       0.540     
2          12              48                1000      0.157       0.08        0.31           0.340       0.140       0.740     
4          24              96                1000      0.212       0.11        0.45           0.360       0.140       0.780     
8          48              192               1000      0.233       0.21        0.82           1.180       0.180       0.960     
16         96              384               1000      0.274       0.35        1.40           0.640       0.220       1.000     
32         192             768               1000      0.450       0.43        1.71           1.440       0.420       1.660     
64         384             1536              1000      1.080       0.36        1.42           2.160       1.000       5.680     
128        768             3072              1000      1.625       0.47        1.89           34.320      1.500       5.200     
256        1536            6144              1000      2.946       0.52        2.09           57.720      2.740       11.900    
512        3072            12288             1000      5.613       0.55        2.19           7.300       5.360       16.880    
1024       6144            24576             1000      12.097      0.51        2.03           177.800     11.500      33.720    
2048       12288           49152             1000      24.961      0.49        1.97           87.420      23.620      50.440    
4096       24576           98304             1000      54.458      0.45        1.81           114.600     53.240      122.300   
8192       49152           196608            1000      138.551     0.35        1.42           267.760     135.460     311.040   
16384      98304           393216            1000      376.856     0.26        1.04           700.800     354.740     771.940   
32768      196608          786432            1000      1786.589    0.11        0.44           2805.000    1662.280    2501.820  
65536      393216          1572864           1000      5858.090    0.07        0.27           7735.380    5311.360    5757.740  
131072     786432          3145728           1000      16180.611   0.05        0.19           21793.120   13862.020   14390.580 
262144     1572864         6291456           1000      42908.345   0.04        0.15           55288.420   38826.460   42258.580 
524288     3145728         12582912          1000      92015.230   0.03        0.14           126014.960  85337.340   89334.760 
1048576    6291456         25165824          1000      218141.412  0.03        0.12           279522.740  203433.640  206880.060

