the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.075       0.01        0.16           0.295       0.073       0.137     
2          2               24                1000      0.077       0.03        0.31           0.299       0.076       0.306     
4          4               48                1000      0.078       0.05        0.61           0.208       0.077       0.112     
8          8               96                1000      0.082       0.10        1.17           0.306       0.081       0.423     
16         16              192               1000      0.091       0.18        2.11           0.315       0.088       0.118     
32         32              384               1000      0.104       0.31        3.70           0.495       0.101       0.164     
64         64              768               1000      0.130       0.49        5.89           0.466       0.126       0.244     
128        128             1536              1000      0.182       0.70        8.44           0.458       0.177       0.427     
256        256             3072              1000      0.288       0.89        10.67          0.775       0.279       0.661     
512        512             6144              1000      0.489       1.05        12.57          0.868       0.483       0.541     
1024       1024            12288             1000      0.911       1.12        13.49          1.211       0.890       1.023     
2048       2048            24576             1000      1.724       1.19        14.25          2.347       1.705       2.095     
4096       4096            49152             1000      3.396       1.21        14.47          4.243       3.350       3.782     
8192       8192            98304             1000      6.859       1.19        14.33          7.840       6.634       7.006     
16384      16384           196608            1000      13.368      1.23        14.71          15.730      13.156      14.263    
32768      32768           393216            1000      26.621      1.23        14.77          38.965      26.228      28.080    
65536      65536           786432            1000      66.876      0.98        11.76          204.326     65.711      68.991    
131072     131072          1572864           1000      135.601     0.97        11.60          273.793     132.940     161.782   
262144     262144          3145728           1000      304.776     0.86        10.32          392.616     291.341     315.834   
524288     524288          6291456           1000      675.069     0.78        9.32           886.281     655.793     711.458   
1048576    1048576         12582912          1000      1442.843    0.73        8.72           1546.386    1411.005    1437.372  

