the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.097       0.01        0.12           0.320       0.060       0.120     
2          2               24                1000      0.116       0.02        0.21           0.240       0.060       0.580     
4          4               48                1000      0.132       0.03        0.36           0.260       0.100       0.420     
8          8               96                1000      0.135       0.06        0.71           0.260       0.080       0.260     
16         16              192               1000      0.150       0.11        1.28           0.320       0.100       0.220     
32         32              384               1000      0.157       0.20        2.44           0.580       0.120       0.220     
64         64              768               1000      0.229       0.28        3.35           0.620       0.220       0.440     
128        128             1536              1000      0.393       0.33        3.90           10.660      0.360       0.800     
256        256             3072              1000      0.710       0.36        4.33           0.900       0.700       0.740     
512        512             6144              1000      1.344       0.38        4.57           1.620       1.340       1.620     
1024       1024            12288             1000      2.649       0.39        4.64           2.960       2.640       3.040     
2048       2048            24576             1000      5.262       0.39        4.67           12.940      5.220       5.700     
4096       4096            49152             1000      10.393      0.39        4.73           11.220      10.340      11.860    
8192       8192            98304             1000      20.704      0.40        4.75           27.700      20.580      24.060    
16384      16384           196608            1000      41.350      0.40        4.75           55.220      41.080      52.760    
32768      32768           393216            1000      82.787      0.40        4.75           119.520     82.020      95.900    
65536      65536           786432            1000      232.741     0.28        3.38           299.980     219.340     203.480   
131072     131072          1572864           1000      381.320     0.34        4.12           402.740     372.520     373.900   
262144     262144          3145728           1000      841.633     0.31        3.74           901.300     827.720     840.680   
524288     524288          6291456           1000      1728.841    0.30        3.64           1796.240    1707.460    1737.520  
1048576    1048576         12582912          1000      4117.676    0.25        3.06           4295.640    4015.880    4056.200  

