the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.082       0.01        0.05           0.117       0.076       0.232     
2          2               8                 1000      0.084       0.02        0.10           0.115       0.073       0.123     
4          4               16                1000      0.087       0.05        0.18           0.108       0.075       0.154     
8          8               32                1000      0.089       0.09        0.36           0.097       0.080       0.233     
16         16              64                1000      0.093       0.17        0.69           0.133       0.082       0.167     
32         32              128               1000      0.103       0.31        1.25           0.138       0.094       0.181     
64         64              256               1000      0.123       0.52        2.09           0.132       0.121       0.224     
128        128             512               1000      0.159       0.80        3.22           0.245       0.148       0.241     
256        256             1024              1000      0.232       1.10        4.42           0.265       0.221       0.284     
512        512             2048              1000      0.378       1.35        5.41           0.413       0.367       0.559     
1024       1024            4096              1000      0.670       1.53        6.11           0.820       0.658       0.752     
2048       2048            8192              1000      1.252       1.64        6.54           1.276       1.239       1.335     
4096       4096            16384             1000      2.424       1.69        6.76           2.558       2.413       2.525     
8192       8192            32768             1000      4.753       1.72        6.89           4.860       4.741       4.818     
16384      16384           65536             1000      9.420       1.74        6.96           9.745       9.407       9.722     
32768      32768           131072            1000      18.757      1.75        6.99           27.543      18.715      18.868    
65536      65536           262144            1000      38.228      1.71        6.86           876.653     37.340      37.445    
131072     131072          524288            1000      75.647      1.73        6.93           999.331     74.571      75.008    
262144     262144          1048576           1000      149.616     1.75        7.01           334.027     149.051     149.401   
524288     524288          2097152           1000      298.984     1.75        7.01           456.647     298.008     298.579   
1048576    1048576         4194304           1000      597.164     1.76        7.02           650.560     595.976     604.053   

