the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          8               24                1000      0.076       0.11        0.32           0.091       0.075       0.134     
2          16              48                1000      0.078       0.20        0.61           0.084       0.077       0.110     
4          32              96                1000      0.078       0.41        1.23           0.100       0.078       0.270     
8          64              192               1000      0.081       0.79        2.36           0.086       0.081       0.139     
16         128             384               1000      0.089       1.43        4.29           0.099       0.088       0.103     
32         256             768               1000      0.104       2.47        7.40           0.207       0.102       0.157     
64         512             1536              1000      0.132       3.88        11.63          0.158       0.129       0.174     
128        1024            3072              1000      0.193       5.30        15.90          0.486       0.186       0.211     
256        2048            6144              1000      0.304       6.74        20.22          0.472       0.297       0.481     
512        4096            12288             1000      0.554       7.40        22.19          0.966       0.523       0.560     
1024       8192            24576             1000      0.994       8.24        24.71          1.403       0.971       1.125     
2048       16384           49152             1000      1.901       8.62        25.86          2.200       1.875       2.052     
4096       32768           98304             1000      3.728       8.79        26.37          3.922       3.681       3.809     
8192       65536           196608            1000      7.437       8.81        26.44          14.535      7.336       7.798     
16384      131072          393216            1000      14.731      8.90        26.69          20.069      14.601      15.254    
32768      262144          786432            1000      29.321      8.94        26.82          34.525      29.051      29.840    
65536      524288          1572864           1000      68.594      7.64        22.93          82.100      67.085      69.913    
131072     1048576         3145728           1000      149.081     7.03        21.10          163.210     144.375     151.297   
262144     2097152         6291456           1000      319.169     6.57        19.71          335.823     309.778     316.078   
524288     4194304         12582912          1000      669.430     6.27        18.80          689.815     648.518     661.543   
1048576    8388608         25165824          1000      1344.153    6.24        18.72          1381.717    1322.071    1334.850  

