the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.083       0.07        0.29           0.232       0.082       0.321     
2          12              48                1000      0.086       0.14        0.56           0.295       0.085       0.105     
4          24              96                1000      0.093       0.26        1.04           0.300       0.090       0.107     
8          48              192               1000      0.103       0.46        1.86           0.304       0.101       0.117     
16         96              384               1000      0.122       0.78        3.14           0.325       0.120       0.121     
32         192             768               1000      0.162       1.19        4.75           0.347       0.157       0.159     
64         384             1536              1000      0.237       1.62        6.49           0.512       0.232       0.408     
128        768             3072              1000      0.390       1.97        7.87           0.651       0.381       0.576     
256        1536            6144              1000      0.698       2.20        8.81           0.980       0.683       0.738     
512        3072            12288             1000      1.316       2.33        9.33           8.460       1.280       1.506     
1024       6144            24576             1000      2.511       2.45        9.79           10.109      2.464       2.668     
2048       12288           49152             1000      4.901       2.51        10.03          12.404      4.804       5.142     
4096       24576           98304             1000      9.712       2.53        10.12          14.761      9.590       9.927     
8192       49152           196608            1000      19.409      2.53        10.13          25.388      19.236      19.637    
16384      98304           393216            1000      38.979      2.52        10.09          47.340      38.457      39.369    
32768      196608          786432            1000      77.917      2.52        10.09          84.630      77.267      77.865    
65536      393216          1572864           1000      155.548     2.53        10.11          161.709     154.904     156.278   
131072     786432          3145728           1000      311.799     2.52        10.09          320.416     310.645     311.287   
262144     1572864         6291456           1000      624.545     2.52        10.07          640.434     622.313     623.530   
524288     3145728         12582912          1000      1246.865    2.52        10.09          1260.328    1243.699    1246.228  
1048576    6291456         25165824          1000      2810.039    2.24        8.96           2834.325    2799.714    2807.118  

