the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.074       0.01        0.05           0.278       0.073       0.301     
2          2               8                 1000      0.074       0.03        0.11           0.221       0.073       0.079     
4          4               16                1000      0.074       0.05        0.22           0.222       0.074       0.102     
8          8               32                1000      0.079       0.10        0.41           0.267       0.075       0.120     
16         16              64                1000      0.079       0.20        0.81           0.300       0.076       0.103     
32         32              128               1000      0.079       0.40        1.62           0.270       0.078       0.110     
64         64              256               1000      0.081       0.79        3.17           0.305       0.079       0.107     
128        128             512               1000      0.088       1.45        5.79           0.279       0.084       0.257     
256        256             1024              1000      0.100       2.56        10.24          0.317       0.098       0.134     
512        512             2048              1000      0.129       3.98        15.91          0.403       0.127       0.162     
1024       1024            4096              1000      0.187       5.48        21.94          0.313       0.185       0.220     
2048       2048            8192              1000      0.303       6.76        27.02          0.545       0.302       0.358     
4096       4096            16384             1000      0.540       7.59        30.36          0.798       0.535       1.192     
8192       8192            32768             1000      1.184       6.92        27.68          1.431       1.080       1.953     
16384      16384           65536             1000      2.399       6.83        27.32          2.610       2.359       3.895     
32768      32768           131072            1000      4.855       6.75        26.99          9.364       4.690       7.555     
65536      65536           262144            1000      10.564      6.20        24.81          16.462      9.410       15.200    
131072     131072          524288            1000      23.530      5.57        22.28          33.071      18.390      29.660    
262144     262144          1048576           1000      49.965      5.25        20.99          71.537      36.954      60.693    
524288     524288          2097152           1000      104.368     5.02        20.09          130.640     73.642      122.708   
1048576    1048576         4194304           1000      236.350     4.44        17.75          310.821     185.589     243.636   

