the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.083       0.01        0.10           0.122       0.075       0.150     
2          2               16                1000      0.084       0.02        0.19           0.129       0.080       0.299     
4          4               32                1000      0.085       0.05        0.38           0.127       0.076       0.255     
8          8               64                1000      0.089       0.09        0.72           0.160       0.080       0.225     
16         16              128               1000      0.092       0.17        1.39           0.137       0.082       0.222     
32         32              256               1000      0.105       0.30        2.44           0.249       0.094       0.225     
64         64              512               1000      0.130       0.49        3.93           0.172       0.121       0.259     
128        128             1024              1000      0.181       0.71        5.65           0.342       0.172       0.321     
256        256             2048              1000      0.285       0.90        7.18           0.337       0.274       0.417     
512        512             4096              1000      0.492       1.04        8.33           0.596       0.478       0.513     
1024       1024            8192              1000      0.898       1.14        9.12           0.912       0.895       0.934     
2048       2048            16384             1000      1.710       1.20        9.58           1.714       1.700       1.748     
4096       4096            32768             1000      3.342       1.23        9.81           3.397       3.330       3.401     
8192       8192            65536             1000      6.600       1.24        9.93           6.645       6.589       6.926     
16384      16384           131072            1000      13.124      1.25        9.99           17.807      13.105      13.241    
32768      32768           262144            1000      26.474      1.24        9.90           328.623     26.137      26.243    
65536      65536           524288            1000      52.257      1.25        10.03          56.445      52.207      52.419    
131072     131072          1048576           1000      104.475     1.25        10.04          120.854     104.355     104.577   
262144     262144          2097152           1000      208.860     1.26        10.04          238.917     208.617     209.123   
524288     524288          4194304           1000      417.929     1.25        10.04          452.682     417.151     417.535   
1048576    1048576         8388608           1000      835.454     1.26        10.04          868.171     834.317     988.874   

