the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.084       0.01        0.19           0.220       0.040       0.080     
2          2               32                1000      0.090       0.02        0.35           0.220       0.060       0.260     
4          4               64                1000      0.111       0.04        0.58           8.200       0.080       0.120     
8          8               128               1000      0.127       0.06        1.01           0.280       0.100       0.280     
16         16              256               1000      0.133       0.12        1.93           0.280       0.100       0.280     
32         32              512               1000      0.129       0.25        3.96           0.380       0.060       0.440     
64         64              1024              1000      0.132       0.48        7.75           0.260       0.080       0.480     
128        128             2048              1000      0.162       0.79        12.68          7.260       0.120       0.180     
256        256             4096              1000      0.196       1.31        20.93          0.300       0.160       0.600     
512        512             8192              1000      0.276       1.86        29.68          0.320       0.240       0.740     
1024       1024            16384             1000      0.471       2.17        34.75          0.740       0.440       0.780     
2048       2048            32768             1000      0.936       2.19        35.00          7.480       0.900       2.060     
4096       4096            65536             1000      1.878       2.18        34.89          3.020       1.820       3.680     
8192       8192            131072            1000      3.718       2.20        35.26          9.020       3.660       8.240     
16384      16384           262144            1000      7.343       2.23        35.70          12.960      7.240       18.320    
32768      32768           524288            1000      13.619      2.41        38.50          29.220      13.460      36.920    
65536      65536           1048576           1000      27.569      2.38        38.03          66.800      26.680      78.600    
131072     131072          2097152           1000      151.238     0.87        13.87          176.820     128.800     146.280   
262144     262144          4194304           1000      302.158     0.87        13.88          327.620     291.400     285.940   
524288     524288          8388608           1000      526.403     1.00        15.94          568.680     511.040     525.060   
1048576    1048576         16777216          1000      1026.308    1.02        16.35          1676.540    973.200     995.680   

