the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.301       0.01        0.03           0.720       0.260       2.720     
2          4               16                1000      0.310       0.01        0.05           0.640       0.280       1.800     
4          8               32                1000      0.316       0.03        0.10           0.640       0.280       1.420     
8          16              64                1000      0.318       0.05        0.20           0.780       0.280       2.140     
16         32              128               1000      0.322       0.10        0.40           0.880       0.280       1.720     
32         64              256               1000      0.338       0.19        0.76           1.300       0.300       1.700     
64         128             512               1000      0.392       0.33        1.31           10.140      0.360       1.560     
128        256             1024              1000      0.478       0.54        2.14           1.020       0.440       2.240     
256        512             2048              1000      0.639       0.80        3.21           1.120       0.600       2.240     
512        1024            4096              1000      0.904       1.13        4.53           1.860       0.860       2.620     
1024       2048            8192              1000      1.569       1.31        5.22           11.240      1.480       3.540     
2048       4096            16384             1000      2.535       1.62        6.46           12.760      2.460       6.620     
4096       8192            32768             1000      4.851       1.69        6.75           9.960       4.760       11.060    
8192       16384           65536             1000      9.456       1.73        6.93           20.340      9.000       24.120    
16384      32768           131072            1000      17.371      1.89        7.55           33.300      17.020      48.600    
32768      65536           262144            1000      40.285      1.63        6.51           254.260     38.440      109.920   
65536      131072          524288            1000      216.300     0.61        2.42           417.580     202.700     182.860   
131072     262144          1048576           1000      460.416     0.57        2.28           526.900     449.940     477.620   
262144     524288          2097152           1000      947.574     0.55        2.21           1061.380    935.960     926.520   
524288     1048576         4194304           1000      1882.613    0.56        2.23           2099.920    1861.560    1884.300  
1048576    2097152         8388608           1000      2785.995    0.75        3.01           3227.500    2753.520    2793.320  

