the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.084       0.01        0.10           0.180       0.040       0.080     
2          2               16                1000      0.106       0.02        0.15           0.200       0.040       0.160     
4          4               32                1000      0.118       0.03        0.27           0.220       0.060       0.440     
8          8               64                1000      0.091       0.09        0.71           0.120       0.040       0.080     
16         16              128               1000      0.095       0.17        1.35           0.260       0.040       0.080     
32         32              256               1000      0.087       0.37        2.94           0.240       0.060       0.080     
64         64              512               1000      0.095       0.67        5.39           0.120       0.060       0.120     
128        128             1024              1000      0.113       1.13        9.05           0.220       0.080       0.140     
256        256             2048              1000      0.157       1.63        13.07          0.260       0.140       0.220     
512        512             4096              1000      0.248       2.07        16.55          0.400       0.200       0.560     
1024       1024            8192              1000      0.398       2.57        20.58          0.640       0.380       0.900     
2048       2048            16384             1000      0.841       2.44        19.49          1.320       0.800       1.920     
4096       4096            32768             1000      1.676       2.44        19.55          2.700       1.580       4.980     
8192       8192            65536             1000      3.254       2.52        20.14          6.000       3.200       9.760     
16384      16384           131072            1000      6.276       2.61        20.89          29.780      6.140       26.140    
32768      32768           262144            1000      12.179      2.69        21.52          37.540      12.040      47.000    
65536      65536           524288            1000      25.698      2.55        20.40          105.440     23.520      95.040    
131072     131072          1048576           1000      165.037     0.79        6.35           192.620     129.760     133.300   
262144     262144          2097152           1000      318.874     0.82        6.58           367.720     309.980     274.560   
524288     524288          4194304           1000      554.631     0.95        7.56           587.840     542.920     517.080   
1048576    1048576         8388608           1000      980.254     1.07        8.56           1051.320    967.680     989.000   

