the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.100       0.01        0.08           0.260       0.040       0.100     
2          2               16                1000      0.119       0.02        0.13           0.220       0.060       0.260     
4          4               32                1000      0.119       0.03        0.27           0.280       0.060       0.220     
8          8               64                1000      0.102       0.08        0.63           0.300       0.040       0.100     
16         16              128               1000      0.105       0.15        1.22           0.320       0.040       0.120     
32         32              256               1000      0.100       0.32        2.56           0.200       0.040       0.260     
64         64              512               1000      0.110       0.58        4.64           0.260       0.060       0.140     
128        128             1024              1000      0.258       0.50        3.96           103.240     0.100       0.160     
256        256             2048              1000      0.174       1.47        11.77          0.320       0.140       0.260     
512        512             4096              1000      0.251       2.04        16.33          0.500       0.220       0.620     
1024       1024            8192              1000      0.439       2.33        18.64          0.800       0.400       1.380     
2048       2048            16384             1000      0.880       2.33        18.63          1.660       0.840       2.120     
4096       4096            32768             1000      1.692       2.42        19.36          11.060      1.620       5.000     
8192       8192            65536             1000      3.384       2.42        19.37          82.800      3.220       10.900    
16384      16384           131072            1000      6.343       2.58        20.66          49.460      6.180       23.760    
32768      32768           262144            1000      12.304      2.66        21.31          64.160      12.060      45.640    
65536      65536           524288            1000      24.836      2.64        21.11          105.640     23.580      96.780    
131072     131072          1048576           1000      165.021     0.79        6.35           236.420     127.640     140.000   
262144     262144          2097152           1000      318.976     0.82        6.57           367.500     311.020     271.180   
524288     524288          4194304           1000      565.021     0.93        7.42           597.280     554.800     552.560   
1048576    1048576         8388608           1000      1001.641    1.05        8.37           1077.120    989.940     1436.660  

