the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.127       0.01        0.09           0.480       0.060       0.080     
2          2               24                1000      0.139       0.01        0.17           0.380       0.060       0.360     
4          4               48                1000      0.146       0.03        0.33           0.320       0.060       0.220     
8          8               96                1000      0.122       0.07        0.79           0.220       0.040       0.360     
16         16              192               1000      0.120       0.13        1.60           0.200       0.060       0.180     
32         32              384               1000      0.104       0.31        3.68           0.500       0.060       0.080     
64         64              768               1000      0.113       0.57        6.79           0.400       0.080       0.140     
128        128             1536              1000      0.127       1.01        12.09          0.260       0.100       0.160     
256        256             3072              1000      0.176       1.46        17.48          0.440       0.160       0.300     
512        512             6144              1000      0.307       1.67        20.00          0.720       0.280       0.700     
1024       1024            12288             1000      0.603       1.70        20.36          10.380      0.540       1.300     
2048       2048            24576             1000      1.293       1.58        19.01          2.180       1.240       3.100     
4096       4096            49152             1000      2.568       1.59        19.14          12.760      2.460       7.000     
8192       8192            98304             1000      4.984       1.64        19.72          20.260      4.820       12.120    
16384      16384           196608            1000      10.807      1.52        18.19          26.780      10.400      27.420    
32768      32768           393216            1000      21.648      1.51        18.16          83.280      20.520      61.860    
65536      65536           786432            1000      77.645      0.84        10.13          126.340     69.900      119.320   
131072     131072          1572864           1000      298.667     0.44        5.27           336.160     289.880     270.540   
262144     262144          3145728           1000      508.652     0.52        6.18           537.880     502.480     508.360   
524288     524288          6291456           1000      1103.926    0.47        5.70           1404.220    1085.380    1082.440  
1048576    1048576         12582912          1000      2397.789    0.44        5.25           3012.600    2372.240    2923.300  

